,State,id,Year,State_Minimum_Wage,Federal_Minimum_Wage,CPI_Average
2385,Florida,12,2012,7.67,7.25,229.594
2386,Georgia,13,2012,5.15,7.25,229.594
2387,Guam,66,2012,7.25,7.25,229.594
2388,Hawaii,15,2012,7.25,7.25,229.594
2389,Idaho,16,2012,7.25,7.25,229.594
2390,Illinois,17,2012,8.25,7.25,229.594
2391,Indiana,18,2012,7.25,7.25,229.594
2392,Iowa,19,2012,7.25,7.25,229.594
2393,Kansas,20,2012,7.25,7.25,229.594
2394,Kentucky,21,2012,7.25,7.25,229.594
2395,Louisiana,22,2012,0.0,7.25,229.594
2396,Maine,23,2012,7.5,7.25,229.594
2397,Maryland,24,2012,7.25,7.25,229.594
2398,Massachusetts,25,2012,8.0,7.25,229.594
2399,Michigan,26,2012,7.4,7.25,229.594
2400,Minnesota,27,2012,5.25,7.25,229.594
2401,Mississippi,28,2012,0.0,7.25,229.594
2402,Missouri,29,2012,7.25,7.25,229.594
2403,Montana,30,2012,4.0,7.25,229.594
2404,Nebraska,31,2012,7.25,7.25,229.594
2405,Nevada,32,2012,7.25,7.25,229.594
2406,New Hampshire,33,2012,7.25,7.25,229.594
2407,New Jersey,34,2012,7.25,7.25,229.594
2408,New Mexico,35,2012,7.5,7.25,229.594
2409,New York,36,2012,7.25,7.25,229.594
2410,North Carolina,37,2012,7.25,7.25,229.594
2411,North Dakota,38,2012,7.25,7.25,229.594
2412,Ohio,39,2012,7.7,7.25,229.594
2413,Oklahoma,40,2012,2.0,7.25,229.594
2414,Oregon,41,2012,8.8,7.25,229.594
2415,Pennsylvania,42,2012,7.25,7.25,229.594
2416,Puerto Rico,72,2012,0.0,7.25,229.594
2417,Rhode Island,44,2012,7.4,7.25,229.594
2418,South Carolina,45,2012,0.0,7.25,229.594
2419,South Dakota,46,2012,7.25,7.25,229.594
2420,Tennessee,47,2012,0.0,7.25,229.594
2421,Texas,48,2012,7.25,7.25,229.594
2422,U.S. Virgin Islands,78,2012,4.3,7.25,229.594
2423,Utah,49,2012,7.25,7.25,229.594
2424,Vermont,50,2012,8.46,7.25,229.594
2425,Virginia,51,2012,7.25,7.25,229.594
2426,Washington,53,2012,9.04,7.25,229.594
2427,West Virginia,54,2012,7.25,7.25,229.594
2428,Wisconsin,55,2012,7.25,7.25,229.594
2429,Wyoming,56,2012,5.15,7.25,229.594
2430,Alabama,1,2013,0.0,7.25,232.957
2431,Alaska,2,2013,7.75,7.25,232.957
2432,Arizona,4,2013,7.8,7.25,232.957
2433,Arkansas,5,2013,6.25,7.25,232.957
2434,California,6,2013,8.0,7.25,232.957
2435,Colorado,8,2013,7.78,7.25,232.957
2436,Connecticut,9,2013,8.25,7.25,232.957
2437,Delaware,10,2013,7.25,7.25,232.957
2438,District of Columbia,11,2013,8.25,7.25,232.957
2439,Florida,12,2013,7.79,7.25,232.957
2440,Georgia,13,2013,5.15,7.25,232.957
2441,Guam,66,2013,7.25,7.25,232.957
2442,Hawaii,15,2013,7.25,7.25,232.957
2443,Idaho,16,2013,7.25,7.25,232.957
2444,Illinois,17,2013,8.25,7.25,232.957
2445,Indiana,18,2013,7.25,7.25,232.957
2446,Iowa,19,2013,7.25,7.25,232.957
2447,Kansas,20,2013,7.25,7.25,232.957
2448,Kentucky,21,2013,7.25,7.25,232.957
2449,Louisiana,22,2013,0.0,7.25,232.957
2450,Maine,23,2013,7.5,7.25,232.957
2451,Maryland,24,2013,7.25,7.25,232.957
2452,Massachusetts,25,2013,8.0,7.25,232.957
2453,Michigan,26,2013,7.4,7.25,232.957
2454,Minnesota,27,2013,5.25,7.25,232.957
2455,Mississippi,28,2013,0.0,7.25,232.957
2456,Missouri,29,2013,7.35,7.25,232.957
2457,Montana,30,2013,4.0,7.25,232.957
2458,Nebraska,31,2013,7.25,7.25,232.957
2459,Nevada,32,2013,7.25,7.25,232.957
2460,New Hampshire,33,2013,7.25,7.25,232.957
2461,New Jersey,34,2013,7.25,7.25,232.957
2462,New Mexico,35,2013,7.5,7.25,232.957
2463,New York,36,2013,7.25,7.25,232.957
2464,North Carolina,37,2013,7.25,7.25,232.957
2465,North Dakota,38,2013,7.25,7.25,232.957
2466,Ohio,39,2013,7.85,7.25,232.957
2467,Oklahoma,40,2013,2.0,7.25,232.957
2468,Oregon,41,2013,8.95,7.25,232.957
2469,Pennsylvania,42,2013,7.25,7.25,232.957
2470,Puerto Rico,72,2013,0.0,7.25,232.957
2471,Rhode Island,44,2013,7.75,7.25,232.957
2472,South Carolina,45,2013,0.0,7.25,232.957
2473,South Dakota,46,2013,7.25,7.25,232.957
2474,Tennessee,47,2013,0.0,7.25,232.957
2475,Texas,48,2013,7.25,7.25,232.957
2476,U.S. Virgin Islands,78,2013,4.3,7.25,232.957
2477,Utah,49,2013,7.25,7.25,232.957
2478,Vermont,50,2013,8.6,7.25,232.957
2479,Virginia,51,2013,7.25,7.25,232.957
2480,Washington,53,2013,9.19,7.25,232.957
2481,West Virginia,54,2013,7.25,7.25,232.957
2482,Wisconsin,55,2013,7.25,7.25,232.957
2483,Wyoming,56,2013,5.15,7.25,232.957
2484,Alabama,1,2014,0.0,7.25,236.736
2485,Alaska,2,2014,7.75,7.25,236.736
2486,Arizona,4,2014,7.9,7.25,236.736
2487,Arkansas,5,2014,6.25,7.25,236.736
2488,California,6,2014,9.0,7.25,236.736
2489,Colorado,8,2014,8.0,7.25,236.736
2490,Connecticut,9,2014,8.7,7.25,236.736
2491,Delaware,10,2014,7.75,7.25,236.736
2492,District of Columbia,11,2014,9.5,7.25,236.736
2493,Florida,12,2014,7.93,7.25,236.736
2494,Georgia,13,2014,5.15,7.25,236.736
2495,Guam,66,2014,7.25,7.25,236.736
2496,Hawaii,15,2014,7.25,7.25,236.736
2497,Idaho,16,2014,7.25,7.25,236.736
2498,Illinois,17,2014,8.25,7.25,236.736
2499,Indiana,18,2014,7.25,7.25,236.736
2500,Iowa,19,2014,7.25,7.25,236.736
2501,Kansas,20,2014,7.25,7.25,236.736
2502,Kentucky,21,2014,7.25,7.25,236.736
2503,Louisiana,22,2014,0.0,7.25,236.736
2504,Maine,23,2014,7.5,7.25,236.736
2505,Maryland,24,2014,7.25,7.25,236.736
2506,Massachusetts,25,2014,8.0,7.25,236.736
2507,Michigan,26,2014,8.15,7.25,236.736
2508,Minnesota,27,2014,6.5,7.25,236.736
2509,Mississippi,28,2014,0.0,7.25,236.736
2510,Missouri,29,2014,7.5,7.25,236.736
2511,Montana,30,2014,7.9,7.25,236.736
2512,Nebraska,31,2014,7.25,7.25,236.736
2513,Nevada,32,2014,7.25,7.25,236.736
2514,New Hampshire,33,2014,7.25,7.25,236.736
2515,New Jersey,34,2014,8.25,7.25,236.736
2516,New Mexico,35,2014,7.5,7.25,236.736
2517,New York,36,2014,8.0,7.25,236.736
2518,North Carolina,37,2014,7.25,7.25,236.736
2519,North Dakota,38,2014,7.25,7.25,236.736
2520,Ohio,39,2014,7.25,7.25,236.736
2521,Oklahoma,40,2014,2.0,7.25,236.736
2522,Oregon,41,2014,9.1,7.25,236.736
2523,Pennsylvania,42,2014,7.25,7.25,236.736
2524,Puerto Rico,72,2014,5.08,7.25,236.736
2525,Rhode Island,44,2014,8.0,7.25,236.736
2526,South Carolina,45,2014,0.0,7.25,236.736
2527,South Dakota,46,2014,7.25,7.25,236.736
2528,Tennessee,47,2014,0.0,7.25,236.736
2529,Texas,48,2014,7.25,7.25,236.736
2530,U.S. Virgin Islands,78,2014,4.3,7.25,236.736
2531,Utah,49,2014,7.25,7.25,236.736
2532,Vermont,50,2014,8.73,7.25,236.736
2533,Virginia,51,2014,7.25,7.25,236.736
2534,Washington,53,2014,9.32,7.25,236.736
2535,West Virginia,54,2014,7.25,7.25,236.736
2536,Wisconsin,55,2014,7.25,7.25,236.736
2537,Wyoming,56,2014,5.15,7.25,236.736
2538,Alabama,1,2015,0.0,7.25,237.017
2539,Alaska,2,2015,8.75,7.25,237.017
2540,Arizona,4,2015,8.05,7.25,237.017
2541,Arkansas,5,2015,7.5,7.25,237.017
2542,California,6,2015,9.0,7.25,237.017
2543,Colorado,8,2015,8.23,7.25,237.017
2544,Connecticut,9,2015,9.15,7.25,237.017
2545,Delaware,10,2015,8.25,7.25,237.017
2546,District of Columbia,11,2015,10.5,7.25,237.017
2547,Florida,12,2015,8.05,7.25,237.017
2548,Georgia,13,2015,5.15,7.25,237.017
2549,Guam,66,2015,8.25,7.25,237.017
2550,Hawaii,15,2015,7.75,7.25,237.017
2551,Idaho,16,2015,7.25,7.25,237.017
2552,Illinois,17,2015,8.25,7.25,237.017
2553,Indiana,18,2015,7.25,7.25,237.017
2554,Iowa,19,2015,7.25,7.25,237.017
2555,Kansas,20,2015,7.25,7.25,237.017
2556,Kentucky,21,2015,7.25,7.25,237.017
2557,Louisiana,22,2015,0.0,7.25,237.017
2558,Maine,23,2015,7.5,7.25,237.017
2559,Maryland,24,2015,8.25,7.25,237.017
2560,Massachusetts,25,2015,9.0,7.25,237.017
2561,Michigan,26,2015,8.15,7.25,237.017
2562,Minnesota,27,2015,7.25,7.25,237.017
2563,Mississippi,28,2015,0.0,7.25,237.017
2564,Missouri,29,2015,7.65,7.25,237.017
2565,Montana,30,2015,8.05,7.25,237.017
2566,Nebraska,31,2015,8.0,7.25,237.017
2567,Nevada,32,2015,7.25,7.25,237.017
2568,New Hampshire,33,2015,7.25,7.25,237.017
2569,New Jersey,34,2015,8.38,7.25,237.017
2570,New Mexico,35,2015,7.5,7.25,237.017
2571,New York,36,2015,8.75,7.25,237.017
2572,North Carolina,37,2015,7.25,7.25,237.017
2573,North Dakota,38,2015,7.25,7.25,237.017
2574,Ohio,39,2015,7.25,7.25,237.017
2575,Oklahoma,40,2015,2.0,7.25,237.017
2576,Oregon,41,2015,9.25,7.25,237.017
2577,Pennsylvania,42,2015,7.25,7.25,237.017
2578,Puerto Rico,72,2015,5.08,7.25,237.017
2579,Rhode Island,44,2015,9.0,7.25,237.017
2580,South Carolina,45,2015,0.0,7.25,237.017
2581,South Dakota,46,2015,8.5,7.25,237.017
2582,Tennessee,47,2015,0.0,7.25,237.017
2583,Texas,48,2015,7.25,7.25,237.017
2584,U.S. Virgin Islands,78,2015,4.3,7.25,237.017
2585,Utah,49,2015,7.25,7.25,237.017
2586,Vermont,50,2015,9.15,7.25,237.017
2587,Virginia,51,2015,7.25,7.25,237.017
2588,Washington,53,2015,9.47,7.25,237.017
2589,West Virginia,54,2015,8.0,7.25,237.017
2590,Wisconsin,55,2015,7.25,7.25,237.017
2591,Wyoming,56,2015,5.15,7.25,237.017
2592,Alabama,1,2016,0.0,7.25,240.007
2593,Alaska,2,2016,9.75,7.25,240.007
2594,Arizona,4,2016,8.05,7.25,240.007
2595,Arkansas,5,2016,8.0,7.25,240.007
2596,California,6,2016,10.0,7.25,240.007
2597,Colorado,8,2016,8.31,7.25,240.007
2598,Connecticut,9,2016,9.6,7.25,240.007
2599,Delaware,10,2016,8.25,7.25,240.007
2600,District of Columbia,11,2016,11.5,7.25,240.007
2601,Florida,12,2016,8.05,7.25,240.007
2602,Georgia,13,2016,5.15,7.25,240.007
2603,Guam,66,2016,8.25,7.25,240.007
2604,Hawaii,15,2016,8.5,7.25,240.007
2605,Idaho,16,2016,7.25,7.25,240.007
2606,Illinois,17,2016,8.25,7.25,240.007
2607,Indiana,18,2016,7.25,7.25,240.007
2608,Iowa,19,2016,7.25,7.25,240.007
2609,Kansas,20,2016,7.25,7.25,240.007
2610,Kentucky,21,2016,7.25,7.25,240.007
2611,Louisiana,22,2016,0.0,7.25,240.007
2612,Maine,23,2016,7.5,7.25,240.007
2613,Maryland,24,2016,8.75,7.25,240.007
2614,Massachusetts,25,2016,10.0,7.25,240.007
2615,Michigan,26,2016,8.5,7.25,240.007
2616,Minnesota,27,2016,7.25,7.25,240.007
2617,Mississippi,28,2016,0.0,7.25,240.007
2618,Missouri,29,2016,7.65,7.25,240.007
2619,Montana,30,2016,8.05,7.25,240.007
2620,Nebraska,31,2016,9.0,7.25,240.007
2621,Nevada,32,2016,7.25,7.25,240.007
2622,New Hampshire,33,2016,7.25,7.25,240.007
2623,New Jersey,34,2016,8.38,7.25,240.007
2624,New Mexico,35,2016,7.5,7.25,240.007
2625,New York,36,2016,9.0,7.25,240.007
2626,North Carolina,37,2016,7.25,7.25,240.007
2627,North Dakota,38,2016,7.25,7.25,240.007
2628,Ohio,39,2016,7.25,7.25,240.007
2629,Oklahoma,40,2016,2.0,7.25,240.007
2630,Oregon,41,2016,9.75,7.25,240.007
2631,Pennsylvania,42,2016,7.25,7.25,240.007
2632,Puerto Rico,72,2016,5.08,7.25,240.007
2633,Rhode Island,44,2016,9.6,7.25,240.007
2634,South Carolina,45,2016,0.0,7.25,240.007
2635,South Dakota,46,2016,8.55,7.25,240.007
2636,Tennessee,47,2016,0.0,7.25,240.007
2637,Texas,48,2016,7.25,7.25,240.007
2638,U.S. Virgin Islands,78,2016,4.3,7.25,240.007
2639,Utah,49,2016,7.25,7.25,240.007
2640,Vermont,50,2016,9.6,7.25,240.007
2641,Virginia,51,2016,7.25,7.25,240.007
2642,Washington,53,2016,9.47,7.25,240.007
2643,West Virginia,54,2016,8.75,7.25,240.007
2644,Wisconsin,55,2016,7.25,7.25,240.007
2645,Wyoming,56,2016,5.15,7.25,240.007
2646,Alabama,1,2017,0.0,7.25,245.12
2647,Alaska,2,2017,9.8,7.25,245.12
2648,Arizona,4,2017,10.0,7.25,245.12
2649,Arkansas,5,2017,8.5,7.25,245.12
2650,California,6,2017,10.0,7.25,245.12
2651,Colorado,8,2017,9.3,7.25,245.12
2652,Connecticut,9,2017,10.1,7.25,245.12
2653,Delaware,10,2017,8.25,7.25,245.12
2654,District of Columbia,11,2017,11.5,7.25,245.12
2655,Florida,12,2017,8.1,7.25,245.12
2656,Georgia,13,2017,5.15,7.25,245.12
2657,Guam,66,2017,8.25,7.25,245.12
2658,Hawaii,15,2017,9.25,7.25,245.12
2659,Idaho,16,2017,7.25,7.25,245.12
2660,Illinois,17,2017,8.25,7.25,245.12
2661,Indiana,18,2017,7.25,7.25,245.12
2662,Iowa,19,2017,7.25,7.25,245.12
2663,Kansas,20,2017,7.25,7.25,245.12
2664,Kentucky,21,2017,7.25,7.25,245.12
2665,Louisiana,22,2017,0.0,7.25,245.12
2666,Maine,23,2017,9.0,7.25,245.12
2667,Maryland,24,2017,8.75,7.25,245.12
2668,Massachusetts,25,2017,11.0,7.25,245.12
2669,Michigan,26,2017,8.9,7.25,245.12
2670,Minnesota,27,2017,7.75,7.25,245.12
2671,Mississippi,28,2017,0.0,7.25,245.12
2672,Missouri,29,2017,7.7,7.25,245.12
2673,Montana,30,2017,8.15,7.25,245.12
2674,Nebraska,31,2017,9.0,7.25,245.12
2675,Nevada,32,2017,7.25,7.25,245.12
2676,New Hampshire,33,2017,7.25,7.25,245.12
2677,New Jersey,34,2017,8.44,7.25,245.12
2678,New Mexico,35,2017,7.5,7.25,245.12
2679,New York,36,2017,9.7,7.25,245.12
2680,North Carolina,37,2017,7.25,7.25,245.12
2681,North Dakota,38,2017,7.25,7.25,245.12
2682,Ohio,39,2017,8.15,7.25,245.12
2683,Oklahoma,40,2017,2.0,7.25,245.12
2684,Oregon,41,2017,9.75,7.25,245.12
2685,Pennsylvania,42,2017,7.25,7.25,245.12
2686,Puerto Rico,72,2017,5.08,7.25,245.12
2687,Rhode Island,44,2017,9.6,7.25,245.12
2688,South Carolina,45,2017,0.0,7.25,245.12
2689,South Dakota,46,2017,8.65,7.25,245.12
2690,Tennessee,47,2017,0.0,7.25,245.12
2691,Texas,48,2017,7.25,7.25,245.12
2692,U.S. Virgin Islands,78,2017,4.3,7.25,245.12
2693,Utah,49,2017,7.25,7.25,245.12
2694,Vermont,50,2017,10.0,7.25,245.12
2695,Virginia,51,2017,7.25,7.25,245.12
2696,Washington,53,2017,11.0,7.25,245.12
2697,West Virginia,54,2017,8.75,7.25,245.12
2698,Wisconsin,55,2017,7.25,7.25,245.12
2699,Wyoming,56,2017,5.15,7.25,245.12
2700,Alabama,1,2018,0.0,7.25,251.107
2701,Alaska,2,2018,9.84,7.25,251.107
2702,Arizona,4,2018,10.5,7.25,251.107
2703,Arkansas,5,2018,8.5,7.25,251.107
2704,California,6,2018,11.0,7.25,251.107
2705,Colorado,8,2018,10.2,7.25,251.107
2706,Connecticut,9,2018,10.1,7.25,251.107
2707,Delaware,10,2018,8.25,7.25,251.107
2708,District of Columbia,11,2018,13.25,7.25,251.107
2709,Florida,12,2018,8.25,7.25,251.107
2710,Georgia,13,2018,5.15,7.25,251.107
2711,Guam,66,2018,8.25,7.25,251.107
2712,Hawaii,15,2018,10.1,7.25,251.107
2713,Idaho,16,2018,7.25,7.25,251.107
2714,Illinois,17,2018,8.25,7.25,251.107
2715,Indiana,18,2018,7.25,7.25,251.107
2716,Iowa,19,2018,7.25,7.25,251.107
2717,Kansas,20,2018,7.25,7.25,251.107
2718,Kentucky,21,2018,7.25,7.25,251.107
2719,Louisiana,22,2018,0.0,7.25,251.107
2720,Maine,23,2018,10.0,7.25,251.107
2721,Maryland,24,2018,10.1,7.25,251.107
2722,Massachusetts,25,2018,11.0,7.25,251.107
2723,Michigan,26,2018,9.25,7.25,251.107
2724,Minnesota,27,2018,8.04,7.25,251.107
2725,Mississippi,28,2018,0.0,7.25,251.107
2726,Missouri,29,2018,7.85,7.25,251.107
2727,Montana,30,2018,8.3,7.25,251.107
2728,Nebraska,31,2018,9.0,7.25,251.107
2729,Nevada,32,2018,7.25,7.25,251.107
2730,New Hampshire,33,2018,7.25,7.25,251.107
2731,New Jersey,34,2018,8.6,7.25,251.107
2732,New Mexico,35,2018,7.5,7.25,251.107
2733,New York,36,2018,10.4,7.25,251.107
2734,North Carolina,37,2018,7.25,7.25,251.107
2735,North Dakota,38,2018,7.25,7.25,251.107
2736,Ohio,39,2018,8.3,7.25,251.107
2737,Oklahoma,40,2018,2.0,7.25,251.107
2738,Oregon,41,2018,10.75,7.25,251.107
2739,Pennsylvania,42,2018,7.25,7.25,251.107
2740,Puerto Rico,72,2018,5.08,7.25,251.107
2741,Rhode Island,44,2018,10.1,7.25,251.107
2742,South Carolina,45,2018,0.0,7.25,251.107
2743,South Dakota,46,2018,8.85,7.25,251.107
2744,Tennessee,47,2018,0.0,7.25,251.107
2745,Texas,48,2018,7.25,7.25,251.107
2746,U.S. Virgin Islands,78,2018,4.3,7.25,251.107
2747,Utah,49,2018,7.25,7.25,251.107
2748,Vermont,50,2018,10.5,7.25,251.107
2749,Virginia,51,2018,7.25,7.25,251.107
2750,Washington,53,2018,11.5,7.25,251.107
2751,West Virginia,54,2018,8.75,7.25,251.107
2752,Wisconsin,55,2018,7.25,7.25,251.107
2753,Wyoming,56,2018,5.15,7.25,251.107
2754,Alabama,1,2019,0.0,7.25,255.657
2755,Alaska,2,2019,10.19,7.25,255.657
2756,Arizona,4,2019,12.0,7.25,255.657
2757,Arkansas,5,2019,9.25,7.25,255.657
2758,California,6,2019,12.0,7.25,255.657
2759,Colorado,8,2019,12.0,7.25,255.657
2760,Connecticut,9,2019,11.0,7.25,255.657
2761,Delaware,10,2019,9.25,7.25,255.657
2762,District of Columbia,11,2019,14.0,7.25,255.657
2763,Florida,12,2019,8.56,7.25,255.657
2764,Georgia,13,2019,5.15,7.25,255.657
2765,Guam,66,2019,8.25,7.25,255.657
2766,Hawaii,15,2019,10.1,7.25,255.657
2767,Idaho,16,2019,7.25,7.25,255.657
2768,Illinois,17,2019,9.25,7.25,255.657
2769,Indiana,18,2019,7.25,7.25,255.657
2770,Iowa,19,2019,7.25,7.25,255.657
2771,Kansas,20,2019,7.25,7.25,255.657
2772,Kentucky,21,2019,7.25,7.25,255.657
2773,Louisiana,22,2019,0.0,7.25,255.657
2774,Maine,23,2019,12.0,7.25,255.657
2775,Maryland,24,2019,11.0,7.25,255.657
2776,Massachusetts,25,2019,12.75,7.25,255.657
2777,Michigan,26,2019,9.65,7.25,255.657
2778,Minnesota,27,2019,8.15,7.25,255.657
2779,Mississippi,28,2019,0.0,7.25,255.657
2780,Missouri,29,2019,9.45,7.25,255.657
2781,Montana,30,2019,8.65,7.25,255.657
2782,Nebraska,31,2019,9.0,7.25,255.657
2783,Nevada,32,2019,7.25,7.25,255.657
2784,New Hampshire,33,2019,7.25,7.25,255.657
2785,New Jersey,34,2019,11.0,7.25,255.657
2786,New Mexico,35,2019,9.0,7.25,255.657
2787,New York,36,2019,11.8,7.25,255.657
2788,North Carolina,37,2019,7.25,7.25,255.657
2789,North Dakota,38,2019,7.25,7.25,255.657
2790,Ohio,39,2019,8.7,7.25,255.657
2791,Oklahoma,40,2019,2.0,7.25,255.657
2792,Oregon,41,2019,11.25,7.25,255.657
2793,Pennsylvania,42,2019,7.25,7.25,255.657
2794,Puerto Rico,72,2019,5.08,7.25,255.657
2795,Rhode Island,44,2019,10.5,7.25,255.657
2796,South Carolina,45,2019,0.0,7.25,255.657
2797,South Dakota,46,2019,9.3,7.25,255.657
2798,Tennessee,47,2019,0.0,7.25,255.657
2799,Texas,48,2019,7.25,7.25,255.657
2800,U.S. Virgin Islands,78,2019,10.5,7.25,255.657
2801,Utah,49,2019,7.25,7.25,255.657
2802,Vermont,50,2019,10.96,7.25,255.657
2803,Virginia,51,2019,7.25,7.25,255.657
2804,Washington,53,2019,13.5,7.25,255.657
2805,West Virginia,54,2019,8.75,7.25,255.657
2806,Wisconsin,55,2019,7.25,7.25,255.657
2807,Wyoming,56,2019,5.15,7.25,255.657
2808,Alabama,1,2020,0.0,7.25,258.811
2809,Alaska,2,2020,10.19,7.25,258.811
2810,Arizona,4,2020,12.0,7.25,258.811
2811,Arkansas,5,2020,10.0,7.25,258.811
2812,California,6,2020,12.0,7.25,258.811
2813,Colorado,8,2020,12.02,7.25,258.811
2814,Connecticut,9,2020,12.0,7.25,258.811
2815,Delaware,10,2020,9.25,7.25,258.811
2816,District of Columbia,11,2020,15.0,7.25,258.811
2817,Florida,12,2020,8.56,7.25,258.811
2818,Georgia,13,2020,5.15,7.25,258.811
2819,Guam,66,2020,8.25,7.25,258.811
2820,Hawaii,15,2020,10.1,7.25,258.811
2821,Idaho,16,2020,7.25,7.25,258.811
2822,Illinois,17,2020,10.0,7.25,258.811
2823,Indiana,18,2020,7.25,7.25,258.811
2824,Iowa,19,2020,7.25,7.25,258.811
2825,Kansas,20,2020,7.25,7.25,258.811
2826,Kentucky,21,2020,7.25,7.25,258.811
2827,Louisiana,22,2020,0.0,7.25,258.811
2828,Maine,23,2020,12.0,7.25,258.811
2829,Maryland,24,2020,11.0,7.25,258.811
2830,Massachusetts,25,2020,12.75,7.25,258.811
2831,Michigan,26,2020,9.65,7.25,258.811
2832,Minnesota,27,2020,10.0,7.25,258.811
2833,Mississippi,28,2020,0.0,7.25,258.811
2834,Missouri,29,2020,9.45,7.25,258.811
2835,Montana,30,2020,8.65,7.25,258.811
2836,Nebraska,31,2020,9.0,7.25,258.811
2837,Nevada,32,2020,8.0,7.25,258.811
2838,New Hampshire,33,2020,7.25,7.25,258.811
2839,New Jersey,34,2020,11.0,7.25,258.811
2840,New Mexico,35,2020,9.0,7.25,258.811
2841,New York,36,2020,11.8,7.25,258.811
2842,North Carolina,37,2020,7.25,7.25,258.811
2843,North Dakota,38,2020,7.25,7.25,258.811
2844,Ohio,39,2020,8.7,7.25,258.811
2845,Oklahoma,40,2020,2.0,7.25,258.811
2846,Oregon,41,2020,12.0,7.25,258.811
2847,Pennsylvania,42,2020,7.25,7.25,258.811
2848,Puerto Rico,72,2020,5.08,7.25,258.811
2849,Rhode Island,44,2020,11.5,7.25,258.811
2850,South Carolina,45,2020,0.0,7.25,258.811
2851,South Dakota,46,2020,9.3,7.25,258.811
2852,Tennessee,47,2020,0.0,7.25,258.811
2853,Texas,48,2020,7.25,7.25,258.811
2854,U.S. Virgin Islands,78,2020,10.5,7.25,258.811
2855,Utah,49,2020,7.25,7.25,258.811
2856,Vermont,50,2020,10.96,7.25,258.811
2857,Virginia,51,2020,7.25,7.25,258.811
2858,Washington,53,2020,13.5,7.25,258.811
2859,West Virginia,54,2020,8.75,7.25,258.811
2860,Wisconsin,55,2020,7.25,7.25,258.811
2861,Wyoming,56,2020,5.15,7.25,258.811
2862,Alabama,1,2021,0.0,7.25,270.97
2863,Alaska,2,2021,10.34,7.25,270.97
2864,Arizona,4,2021,12.15,7.25,270.97
2865,Arkansas,5,2021,11.0,7.25,270.97
2866,California,6,2021,13.0,7.25,270.97
2867,Colorado,8,2021,12.32,7.25,270.97
2868,Connecticut,9,2021,13.0,7.25,270.97
2869,Delaware,10,2021,9.25,7.25,270.97
2870,District of Columbia,11,2021,15.2,7.25,270.97
2871,Florida,12,2021,10.0,7.25,270.97
2872,Georgia,13,2021,5.15,7.25,270.97
2873,Guam,66,2021,8.75,7.25,270.97
2874,Hawaii,15,2021,10.1,7.25,270.97
2875,Idaho,16,2021,7.25,7.25,270.97
2876,Illinois,17,2021,11.0,7.25,270.97
2877,Indiana,18,2021,7.25,7.25,270.97
2878,Iowa,19,2021,7.25,7.25,270.97
2879,Kansas,20,2021,7.25,7.25,270.97
2880,Kentucky,21,2021,7.25,7.25,270.97
2881,Louisiana,22,2021,0.0,7.25,270.97
2882,Maine,23,2021,12.15,7.25,270.97
2883,Maryland,24,2021,11.75,7.25,270.97
2884,Massachusetts,25,2021,13.5,7.25,270.97
2885,Michigan,26,2021,9.65,7.25,270.97
2886,Minnesota,27,2021,10.08,7.25,270.97
2887,Mississippi,28,2021,0.0,7.25,270.97
2888,Missouri,29,2021,10.3,7.25,270.97
2889,Montana,30,2021,8.75,7.25,270.97
2890,Nebraska,31,2021,9.0,7.25,270.97
2891,Nevada,32,2021,8.75,7.25,270.97
2892,New Hampshire,33,2021,7.25,7.25,270.97
2893,New Jersey,34,2021,12.0,7.25,270.97
2894,New Mexico,35,2021,10.5,7.25,270.97
2895,New York,36,2021,12.5,7.25,270.97
2896,North Carolina,37,2021,7.25,7.25,270.97
2897,North Dakota,38,2021,7.25,7.25,270.97
2898,Ohio,39,2021,8.8,7.25,270.97
2899,Oklahoma,40,2021,2.0,7.25,270.97
2900,Oregon,41,2021,12.75,7.25,270.97
2901,Pennsylvania,42,2021,7.25,7.25,270.97
2902,Puerto Rico,72,2021,5.08,7.25,270.97
2903,Rhode Island,44,2021,11.5,7.25,270.97
2904,South Carolina,45,2021,0.0,7.25,270.97
2905,South Dakota,46,2021,9.45,7.25,270.97
2906,Tennessee,47,2021,0.0,7.25,270.97
2907,Texas,48,2021,7.25,7.25,270.97
2908,U.S. Virgin Islands,78,2021,10.5,7.25,270.97
2909,Utah,49,2021,7.25,7.25,270.97
2910,Vermont,50,2021,11.75,7.25,270.97
2911,Virginia,51,2021,9.5,7.25,270.97
2912,Washington,53,2021,13.69,7.25,270.97
2913,West Virginia,54,2021,8.75,7.25,270.97
2914,Wisconsin,55,2021,7.25,7.25,270.97
2915,Wyoming,56,2021,5.15,7.25,270.97
2916,Alabama,1,2022,0.0,7.25,288.347
2917,Alaska,2,2022,10.34,7.25,288.347
2918,Arizona,4,2022,12.8,7.25,288.347
2919,Arkansas,5,2022,11.0,7.25,288.347
2920,California,6,2022,14.0,7.25,288.347
2921,Colorado,8,2022,12.56,7.25,288.347
2922,Connecticut,9,2022,14.0,7.25,288.347
2923,Delaware,10,2022,10.5,7.25,288.347
2924,District of Columbia,11,2022,16.1,7.25,288.347
2925,Florida,12,2022,10.0,7.25,288.347
2926,Georgia,13,2022,7.25,7.25,288.347
2927,Guam,66,2022,9.25,7.25,288.347
2928,Hawaii,15,2022,12.0,7.25,288.347
2929,Idaho,16,2022,7.25,7.25,288.347
2930,Illinois,17,2022,12.0,7.25,288.347
