,State,id,Year,State_Minimum_Wage,Federal_Minimum_Wage,CPI_Average
0,Alabama,1,1968,0.0,1.15,34.8
1,Alaska,2,1968,2.1,1.15,34.8
2,Arizona,4,1968,0.468,1.15,34.8
3,Arkansas,5,1968,0.15625,1.15,34.8
4,California,6,1968,1.65,1.15,34.8
5,Colorado,8,1968,1.0,1.15,34.8
6,Connecticut,9,1968,1.4,1.15,34.8
7,Delaware,10,1968,1.25,1.15,34.8
8,District of Columbia,11,1968,1.25,1.15,34.8
9,Florida,12,1968,0.0,1.15,34.8
10,Georgia,13,1968,0.0,1.15,34.8
11,Guam,66,1968,1.25,1.15,34.8
12,Hawaii,15,1968,1.25,1.15,34.8
13,Idaho,16,1968,1.15,1.15,34.8
14,Illinois,17,1968,0.0,1.15,34.8
15,Indiana,18,1968,1.15,1.15,34.8
16,Iowa,19,1968,0.0,1.15,34.8
17,Kansas,20,1968,0.0,1.15,34.8
18,Kentucky,21,1968,0.65,1.15,34.8
19,Louisiana,22,1968,0.0,1.15,34.8
20,Maine,23,1968,1.4,1.15,34.8
21,Maryland,24,1968,1.0,1.15,34.8
22,Massachusetts,25,1968,1.6,1.15,34.8
23,Michigan,26,1968,1.25,1.15,34.8
24,Minnesota,27,1968,0.7,1.15,34.8
25,Mississippi,28,1968,0.0,1.15,34.8
26,Missouri,29,1968,0.0,1.15,34.8
27,Montana,30,1968,0.0,1.15,34.8
28,Nebraska,31,1968,1.0,1.15,34.8
29,Nevada,32,1968,1.25,1.15,34.8
30,New Hampshire,33,1968,1.4,1.15,34.8
31,New Jersey,34,1968,1.4,1.15,34.8
32,New Mexico,35,1968,1.15,1.15,34.8
33,New York,36,1968,1.6,1.15,34.8
34,North Carolina,37,1968,1.0,1.15,34.8
35,North Dakota,38,1968,1.0,1.15,34.8
36,Ohio,39,1968,0.75,1.15,34.8
37,Oklahoma,40,1968,1.0,1.15,34.8
38,Oregon,41,1968,1.25,1.15,34.8
39,Pennsylvania,42,1968,1.15,1.15,34.8
40,Puerto Rico,72,1968,0.43,1.15,34.8
41,Rhode Island,44,1968,1.4,1.15,34.8
42,South Carolina,45,1968,0.0,1.15,34.8
43,South Dakota,46,1968,0.425,1.15,34.8
44,Tennessee,47,1968,0.0,1.15,34.8
45,Texas,48,1968,0.0,1.15,34.8
46,U.S. Virgin Islands,78,1968,0.0,1.15,34.8
47,Utah,49,1968,1.0,1.15,34.8
48,Vermont,50,1968,1.4,1.15,34.8
49,Virginia,51,1968,0.0,1.15,34.8
50,Washington,53,1968,1.6,1.15,34.8
51,West Virginia,54,1968,1.0,1.15,34.8
52,Wisconsin,55,1968,1.25,1.15,34.8
53,Wyoming,56,1968,1.2,1.15,34.8
54,Alabama,1,1969,0.0,1.15,36.7
55,Alaska,2,1969,2.1,1.15,36.7
56,Arizona,4,1969,0.468,1.15,36.7
57,Arkansas,5,1969,0.15625,1.15,36.7
58,California,6,1969,1.65,1.15,36.7
59,Colorado,8,1969,1.0,1.15,36.7
60,Connecticut,9,1969,1.4,1.15,36.7
61,Delaware,10,1969,1.25,1.15,36.7
62,District of Columbia,11,1969,1.25,1.15,36.7
63,Florida,12,1969,0.0,1.15,36.7
64,Georgia,13,1969,0.0,1.15,36.7
65,Guam,66,1969,1.25,1.15,36.7
66,Hawaii,15,1969,1.25,1.15,36.7
67,Idaho,16,1969,1.15,1.15,36.7
68,Illinois,17,1969,0.0,1.15,36.7
69,Indiana,18,1969,1.15,1.15,36.7
70,Iowa,19,1969,0.0,1.15,36.7
71,Kansas,20,1969,0.0,1.15,36.7
72,Kentucky,21,1969,0.65,1.15,36.7
73,Louisiana,22,1969,0.0,1.15,36.7
74,Maine,23,1969,1.4,1.15,36.7
75,Maryland,24,1969,1.0,1.15,36.7
76,Massachusetts,25,1969,1.6,1.15,36.7
77,Michigan,26,1969,1.25,1.15,36.7
78,Minnesota,27,1969,0.7,1.15,36.7
79,Mississippi,28,1969,0.0,1.15,36.7
80,Missouri,29,1969,0.0,1.15,36.7
81,Montana,30,1969,0.0,1.15,36.7
82,Nebraska,31,1969,1.0,1.15,36.7
83,Nevada,32,1969,1.25,1.15,36.7
84,New Hampshire,33,1969,1.4,1.15,36.7
85,New Jersey,34,1969,1.4,1.15,36.7
86,New Mexico,35,1969,1.15,1.15,36.7
87,New York,36,1969,1.6,1.15,36.7
88,North Carolina,37,1969,1.0,1.15,36.7
89,North Dakota,38,1969,1.0,1.15,36.7
90,Ohio,39,1969,0.75,1.15,36.7
91,Oklahoma,40,1969,1.0,1.15,36.7
92,Oregon,41,1969,1.25,1.15,36.7
93,Pennsylvania,42,1969,1.15,1.15,36.7
94,Puerto Rico,72,1969,0.43,1.15,36.7
95,Rhode Island,44,1969,1.4,1.15,36.7
96,South Carolina,45,1969,0.0,1.15,36.7
97,South Dakota,46,1969,0.425,1.15,36.7
98,Tennessee,47,1969,0.0,1.15,36.7
99,Texas,48,1969,0.0,1.15,36.7
100,U.S. Virgin Islands,78,1969,0.0,1.15,36.7
101,Utah,49,1969,1.0,1.15,36.7
102,Vermont,50,1969,1.4,1.15,36.7
103,Virginia,51,1969,0.0,1.15,36.7
104,Washington,53,1969,1.6,1.15,36.7
105,West Virginia,54,1969,1.0,1.15,36.7
106,Wisconsin,55,1969,1.25,1.15,36.7
107,Wyoming,56,1969,1.2,1.15,36.7
108,Alabama,1,1970,0.0,1.3,38.8
109,Alaska,2,1970,2.1,1.3,38.8
110,Arizona,4,1970,0.468,1.3,38.8
111,Arkansas,5,1970,1.1,1.3,38.8
112,California,6,1970,1.65,1.3,38.8
113,Colorado,8,1970,1.0,1.3,38.8
114,Connecticut,9,1970,1.6,1.3,38.8
115,Delaware,10,1970,1.25,1.3,38.8
116,District of Columbia,11,1970,1.6,1.3,38.8
117,Florida,12,1970,0.0,1.3,38.8
118,Georgia,13,1970,0.0,1.3,38.8
119,Guam,66,1970,1.6,1.3,38.8
120,Hawaii,15,1970,1.6,1.3,38.8
121,Idaho,16,1970,1.25,1.3,38.8
122,Illinois,17,1970,0.0,1.3,38.8
123,Indiana,18,1970,1.25,1.3,38.8
124,Iowa,19,1970,0.0,1.3,38.8
125,Kansas,20,1970,0.0,1.3,38.8
126,Kentucky,21,1970,0.65,1.3,38.8
127,Louisiana,22,1970,0.0,1.3,38.8
128,Maine,23,1970,1.6,1.3,38.8
129,Maryland,24,1970,1.3,1.3,38.8
130,Massachusetts,25,1970,1.6,1.3,38.8
131,Michigan,26,1970,1.25,1.3,38.8
132,Minnesota,27,1970,0.7,1.3,38.8
133,Mississippi,28,1970,0.0,1.3,38.8
134,Missouri,29,1970,0.0,1.3,38.8
135,Montana,30,1970,0.0,1.3,38.8
136,Nebraska,31,1970,1.0,1.3,38.8
137,Nevada,32,1970,1.3,1.3,38.8
138,New Hampshire,33,1970,1.45,1.3,38.8
139,New Jersey,34,1970,1.5,1.3,38.8
140,New Mexico,35,1970,1.3,1.3,38.8
141,New York,36,1970,1.6,1.3,38.8
142,North Carolina,37,1970,1.25,1.3,38.8
143,North Dakota,38,1970,1.0,1.3,38.8
144,Ohio,39,1970,0.75,1.3,38.8
145,Oklahoma,40,1970,1.0,1.3,38.8
146,Oregon,41,1970,1.25,1.3,38.8
147,Pennsylvania,42,1970,1.3,1.3,38.8
148,Puerto Rico,72,1970,0.43,1.3,38.8
149,Rhode Island,44,1970,1.6,1.3,38.8
150,South Carolina,45,1970,0.0,1.3,38.8
151,South Dakota,46,1970,1.0,1.3,38.8
152,Tennessee,47,1970,0.0,1.3,38.8
153,Texas,48,1970,0.0,1.3,38.8
154,U.S. Virgin Islands,78,1970,0.0,1.3,38.8
155,Utah,49,1970,1.0,1.3,38.8
156,Vermont,50,1970,1.6,1.3,38.8
157,Virginia,51,1970,0.0,1.3,38.8
158,Washington,53,1970,1.6,1.3,38.8
159,West Virginia,54,1970,1.0,1.3,38.8
160,Wisconsin,55,1970,1.3,1.3,38.8
161,Wyoming,56,1970,1.3,1.3,38.8
162,Alabama,1,1971,0.0,1.3,40.5
163,Alaska,2,1971,2.1,1.3,40.5
164,Arizona,4,1971,0.468,1.3,40.5
165,Arkansas,5,1971,1.1,1.3,40.5
166,California,6,1971,1.65,1.3,40.5
167,Colorado,8,1971,1.0,1.3,40.5
168,Connecticut,9,1971,1.6,1.3,40.5
169,Delaware,10,1971,1.25,1.3,40.5
170,District of Columbia,11,1971,1.6,1.3,40.5
171,Florida,12,1971,0.0,1.3,40.5
172,Georgia,13,1971,0.0,1.3,40.5
173,Guam,66,1971,1.6,1.3,40.5
174,Hawaii,15,1971,1.6,1.3,40.5
175,Idaho,16,1971,1.25,1.3,40.5
176,Illinois,17,1971,0.0,1.3,40.5
177,Indiana,18,1971,1.25,1.3,40.5
178,Iowa,19,1971,0.0,1.3,40.5
179,Kansas,20,1971,0.0,1.3,40.5
180,Kentucky,21,1971,0.65,1.3,40.5
181,Louisiana,22,1971,0.0,1.3,40.5
182,Maine,23,1971,1.6,1.3,40.5
183,Maryland,24,1971,1.3,1.3,40.5
184,Massachusetts,25,1971,1.6,1.3,40.5
185,Michigan,26,1971,1.25,1.3,40.5
186,Minnesota,27,1971,0.7,1.3,40.5
187,Mississippi,28,1971,0.0,1.3,40.5
188,Missouri,29,1971,0.0,1.3,40.5
189,Montana,30,1971,0.0,1.3,40.5
190,Nebraska,31,1971,1.0,1.3,40.5
191,Nevada,32,1971,1.3,1.3,40.5
192,New Hampshire,33,1971,1.45,1.3,40.5
193,New Jersey,34,1971,1.5,1.3,40.5
194,New Mexico,35,1971,1.3,1.3,40.5
195,New York,36,1971,1.6,1.3,40.5
196,North Carolina,37,1971,1.25,1.3,40.5
197,North Dakota,38,1971,1.0,1.3,40.5
198,Ohio,39,1971,0.75,1.3,40.5
199,Oklahoma,40,1971,1.0,1.3,40.5
200,Oregon,41,1971,1.25,1.3,40.5
201,Pennsylvania,42,1971,1.3,1.3,40.5
202,Puerto Rico,72,1971,0.43,1.3,40.5
203,Rhode Island,44,1971,1.6,1.3,40.5
204,South Carolina,45,1971,0.0,1.3,40.5
205,South Dakota,46,1971,1.0,1.3,40.5
206,Tennessee,47,1971,0.0,1.3,40.5
207,Texas,48,1971,0.0,1.3,40.5
208,U.S. Virgin Islands,78,1971,0.0,1.3,40.5
209,Utah,49,1971,1.0,1.3,40.5
210,Vermont,50,1971,1.6,1.3,40.5
211,Virginia,51,1971,0.0,1.3,40.5
212,Washington,53,1971,1.6,1.3,40.5
213,West Virginia,54,1971,1.0,1.3,40.5
214,Wisconsin,55,1971,1.3,1.3,40.5
215,Wyoming,56,1971,1.3,1.3,40.5
216,Alabama,1,1972,0.0,1.6,41.8
217,Alaska,2,1972,2.1,1.6,41.8
218,Arizona,4,1972,0.468,1.6,41.8
219,Arkansas,5,1972,1.2,1.6,41.8
220,California,6,1972,1.65,1.6,41.8
221,Colorado,8,1972,1.0,1.6,41.8
222,Connecticut,9,1972,1.85,1.6,41.8
223,Delaware,10,1972,1.6,1.6,41.8
224,District of Columbia,11,1972,1.6,1.6,41.8
225,Florida,12,1972,0.0,1.6,41.8
226,Georgia,13,1972,1.25,1.6,41.8
227,Guam,66,1972,1.9,1.6,41.8
228,Hawaii,15,1972,1.6,1.6,41.8
229,Idaho,16,1972,1.4,1.6,41.8
230,Illinois,17,1972,1.4,1.6,41.8
231,Indiana,18,1972,1.25,1.6,41.8
232,Iowa,19,1972,0.0,1.6,41.8
233,Kansas,20,1972,0.0,1.6,41.8
234,Kentucky,21,1972,0.65,1.6,41.8
235,Louisiana,22,1972,0.0,1.6,41.8
236,Maine,23,1972,1.4,1.6,41.8
237,Maryland,24,1972,1.6,1.6,41.8
238,Massachusetts,25,1972,1.75,1.6,41.8
239,Michigan,26,1972,1.6,1.6,41.8
240,Minnesota,27,1972,0.75,1.6,41.8
241,Mississippi,28,1972,0.0,1.6,41.8
242,Missouri,29,1972,0.0,1.6,41.8
243,Montana,30,1972,1.6,1.6,41.8
244,Nebraska,31,1972,1.0,1.6,41.8
245,Nevada,32,1972,1.6,1.6,41.8
246,New Hampshire,33,1972,1.6,1.6,41.8
247,New Jersey,34,1972,1.5,1.6,41.8
248,New Mexico,35,1972,1.3,1.6,41.8
249,New York,36,1972,1.85,1.6,41.8
250,North Carolina,37,1972,1.45,1.6,41.8
251,North Dakota,38,1972,1.0,1.6,41.8
252,Ohio,39,1972,0.75,1.6,41.8
253,Oklahoma,40,1972,1.4,1.6,41.8
254,Oregon,41,1972,1.25,1.6,41.8
255,Pennsylvania,42,1972,1.6,1.6,41.8
256,Puerto Rico,72,1972,0.65,1.6,41.8
257,Rhode Island,44,1972,1.6,1.6,41.8
258,South Carolina,45,1972,0.0,1.6,41.8
259,South Dakota,46,1972,1.0,1.6,41.8
260,Tennessee,47,1972,0.0,1.6,41.8
261,Texas,48,1972,1.4,1.6,41.8
262,U.S. Virgin Islands,78,1972,0.0,1.6,41.8
263,Utah,49,1972,1.2,1.6,41.8
264,Vermont,50,1972,1.6,1.6,41.8
265,Virginia,51,1972,0.0,1.6,41.8
266,Washington,53,1972,1.6,1.6,41.8
267,West Virginia,54,1972,1.2,1.6,41.8
268,Wisconsin,55,1972,1.45,1.6,41.8
269,Wyoming,56,1972,1.5,1.6,41.8
270,Alabama,1,1973,0.0,1.6,44.4
271,Alaska,2,1973,2.1,1.6,44.4
272,Arizona,4,1973,0.468,1.6,44.4
273,Arkansas,5,1973,1.2,1.6,44.4
274,California,6,1973,1.65,1.6,44.4
275,Colorado,8,1973,1.0,1.6,44.4
276,Connecticut,9,1973,1.85,1.6,44.4
277,Delaware,10,1973,1.6,1.6,44.4
278,District of Columbia,11,1973,1.6,1.6,44.4
279,Florida,12,1973,0.0,1.6,44.4
280,Georgia,13,1973,1.25,1.6,44.4
281,Guam,66,1973,1.9,1.6,44.4
282,Hawaii,15,1973,1.6,1.6,44.4
283,Idaho,16,1973,1.4,1.6,44.4
284,Illinois,17,1973,1.4,1.6,44.4
285,Indiana,18,1973,1.25,1.6,44.4
286,Iowa,19,1973,0.0,1.6,44.4
287,Kansas,20,1973,0.0,1.6,44.4
288,Kentucky,21,1973,0.65,1.6,44.4
289,Louisiana,22,1973,0.0,1.6,44.4
290,Maine,23,1973,1.4,1.6,44.4
291,Maryland,24,1973,1.6,1.6,44.4
292,Massachusetts,25,1973,1.75,1.6,44.4
293,Michigan,26,1973,1.6,1.6,44.4
294,Minnesota,27,1973,0.75,1.6,44.4
295,Mississippi,28,1973,0.0,1.6,44.4
296,Missouri,29,1973,0.0,1.6,44.4
297,Montana,30,1973,1.6,1.6,44.4
298,Nebraska,31,1973,1.0,1.6,44.4
299,Nevada,32,1973,1.6,1.6,44.4
300,New Hampshire,33,1973,1.6,1.6,44.4
301,New Jersey,34,1973,1.5,1.6,44.4
302,New Mexico,35,1973,1.3,1.6,44.4
303,New York,36,1973,1.85,1.6,44.4
304,North Carolina,37,1973,1.45,1.6,44.4
305,North Dakota,38,1973,1.0,1.6,44.4
306,Ohio,39,1973,0.75,1.6,44.4
307,Oklahoma,40,1973,1.4,1.6,44.4
308,Oregon,41,1973,1.25,1.6,44.4
309,Pennsylvania,42,1973,1.6,1.6,44.4
310,Puerto Rico,72,1973,0.65,1.6,44.4
311,Rhode Island,44,1973,1.6,1.6,44.4
312,South Carolina,45,1973,0.0,1.6,44.4
313,South Dakota,46,1973,1.0,1.6,44.4
314,Tennessee,47,1973,0.0,1.6,44.4
315,Texas,48,1973,1.4,1.6,44.4
316,U.S. Virgin Islands,78,1973,0.0,1.6,44.4
317,Utah,49,1973,1.2,1.6,44.4
318,Vermont,50,1973,1.6,1.6,44.4
319,Virginia,51,1973,0.0,1.6,44.4
320,Washington,53,1973,1.6,1.6,44.4
321,West Virginia,54,1973,1.2,1.6,44.4
322,Wisconsin,55,1973,1.45,1.6,44.4
323,Wyoming,56,1973,1.5,1.6,44.4
324,Alabama,1,1974,0.0,1.6,49.3
325,Alaska,2,1974,2.1,1.6,49.3
326,Arizona,4,1974,0.468,1.6,49.3
327,Arkansas,5,1974,1.2,1.6,49.3
328,California,6,1974,1.65,1.6,49.3
329,Colorado,8,1974,1.0,1.6,49.3
330,Connecticut,9,1974,1.85,1.6,49.3
331,Delaware,10,1974,1.6,1.6,49.3
332,District of Columbia,11,1974,1.6,1.6,49.3
333,Florida,12,1974,0.0,1.6,49.3
334,Georgia,13,1974,1.25,1.6,49.3
335,Guam,66,1974,1.9,1.6,49.3
336,Hawaii,15,1974,1.6,1.6,49.3
337,Idaho,16,1974,1.4,1.6,49.3
338,Illinois,17,1974,1.4,1.6,49.3
339,Indiana,18,1974,1.25,1.6,49.3
340,Iowa,19,1974,0.0,1.6,49.3
341,Kansas,20,1974,0.0,1.6,49.3
342,Kentucky,21,1974,0.65,1.6,49.3
343,Louisiana,22,1974,0.0,1.6,49.3
344,Maine,23,1974,1.4,1.6,49.3
345,Maryland,24,1974,1.6,1.6,49.3
346,Massachusetts,25,1974,1.75,1.6,49.3
347,Michigan,26,1974,1.6,1.6,49.3
348,Minnesota,27,1974,0.75,1.6,49.3
349,Mississippi,28,1974,0.0,1.6,49.3
350,Missouri,29,1974,0.0,1.6,49.3
351,Montana,30,1974,1.6,1.6,49.3
352,Nebraska,31,1974,1.0,1.6,49.3
353,Nevada,32,1974,1.6,1.6,49.3
354,New Hampshire,33,1974,1.6,1.6,49.3
355,New Jersey,34,1974,1.5,1.6,49.3
356,New Mexico,35,1974,1.3,1.6,49.3
357,New York,36,1974,1.85,1.6,49.3
358,North Carolina,37,1974,1.45,1.6,49.3
359,North Dakota,38,1974,1.0,1.6,49.3
360,Ohio,39,1974,0.75,1.6,49.3
361,Oklahoma,40,1974,1.4,1.6,49.3
362,Oregon,41,1974,1.25,1.6,49.3
363,Pennsylvania,42,1974,1.6,1.6,49.3
364,Puerto Rico,72,1974,0.65,1.6,49.3
365,Rhode Island,44,1974,1.6,1.6,49.3
366,South Carolina,45,1974,0.0,1.6,49.3
367,South Dakota,46,1974,1.0,1.6,49.3
368,Tennessee,47,1974,0.0,1.6,49.3
369,Texas,48,1974,1.4,1.6,49.3
370,U.S. Virgin Islands,78,1974,0.0,1.6,49.3
371,Utah,49,1974,1.2,1.6,49.3
372,Vermont,50,1974,1.6,1.6,49.3
373,Virginia,51,1974,0.0,1.6,49.3
374,Washington,53,1974,1.6,1.6,49.3
375,West Virginia,54,1974,1.2,1.6,49.3
376,Wisconsin,55,1974,1.45,1.6,49.3
377,Wyoming,56,1974,1.5,1.6,49.3
378,Alabama,1,1975,0.0,1.6,53.8
379,Alaska,2,1975,2.1,1.6,53.8
380,Arizona,4,1975,0.468,1.6,53.8
381,Arkansas,5,1975,1.2,1.6,53.8
382,California,6,1975,1.65,1.6,53.8
383,Colorado,8,1975,1.0,1.6,53.8
384,Connecticut,9,1975,1.85,1.6,53.8
385,Delaware,10,1975,1.6,1.6,53.8
386,District of Columbia,11,1975,1.6,1.6,53.8
387,Florida,12,1975,0.0,1.6,53.8
388,Georgia,13,1975,1.25,1.6,53.8
389,Guam,66,1975,1.9,1.6,53.8
390,Hawaii,15,1975,1.6,1.6,53.8
391,Idaho,16,1975,1.4,1.6,53.8
392,Illinois,17,1975,1.4,1.6,53.8
393,Indiana,18,1975,1.25,1.6,53.8
394,Iowa,19,1975,0.0,1.6,53.8
395,Kansas,20,1975,0.0,1.6,53.8
396,Kentucky,21,1975,0.65,1.6,53.8
397,Louisiana,22,1975,0.0,1.6,53.8
398,Maine,23,1975,1.4,1.6,53.8
399,Maryland,24,1975,1.6,1.6,53.8
400,Massachusetts,25,1975,1.75,1.6,53.8
401,Michigan,26,1975,1.6,1.6,53.8
402,Minnesota,27,1975,0.75,1.6,53.8
403,Mississippi,28,1975,0.0,1.6,53.8
404,Missouri,29,1975,0.0,1.6,53.8
405,Montana,30,1975,1.6,1.6,53.8
406,Nebraska,31,1975,1.0,1.6,53.8
407,Nevada,32,1975,1.6,1.6,53.8
408,New Hampshire,33,1975,1.6,1.6,53.8
409,New Jersey,34,1975,1.5,1.6,53.8
410,New Mexico,35,1975,1.3,1.6,53.8
411,New York,36,1975,1.85,1.6,53.8
412,North Carolina,37,1975,1.45,1.6,53.8
413,North Dakota,38,1975,1.0,1.6,53.8
414,Ohio,39,1975,0.75,1.6,53.8
415,Oklahoma,40,1975,1.4,1.6,53.8
416,Oregon,41,1975,1.25,1.6,53.8
417,Pennsylvania,42,1975,1.6,1.6,53.8
418,Puerto Rico,72,1975,0.65,1.6,53.8
419,Rhode Island,44,1975,1.6,1.6,53.8
420,South Carolina,45,1975,0.0,1.6,53.8
421,South Dakota,46,1975,1.0,1.6,53.8
422,Tennessee,47,1975,0.0,1.6,53.8
423,Texas,48,1975,1.4,1.6,53.8
424,U.S. Virgin Islands,78,1975,0.0,1.6,53.8
425,Utah,49,1975,1.2,1.6,53.8
426,Vermont,50,1975,1.6,1.6,53.8
427,Virginia,51,1975,0.0,1.6,53.8
428,Washington,53,1975,1.6,1.6,53.8
429,West Virginia,54,1975,1.2,1.6,53.8
430,Wisconsin,55,1975,1.45,1.6,53.8
431,Wyoming,56,1975,1.5,1.6,53.8
432,Alabama,1,1976,0.0,2.2,56.9
433,Alaska,2,1976,2.8,2.2,56.9
434,Arizona,4,1976,0.0,2.2,56.9
435,Arkansas,5,1976,1.9,2.2,56.9
436,California,6,1976,2.0,2.2,56.9
437,Colorado,8,1976,1.0,2.2,56.9
438,Connecticut,9,1976,2.21,2.2,56.9
439,Delaware,10,1976,2.0,2.2,56.9
440,District of Columbia,11,1976,2.25,2.2,56.9
441,Florida,12,1976,0.0,2.2,56.9
442,Georgia,13,1976,1.25,2.2,56.9
443,Guam,66,1976,2.3,2.2,56.9
444,Hawaii,15,1976,2.4,2.2,56.9
445,Idaho,16,1976,1.6,2.2,56.9
446,Illinois,17,1976,2.1,2.2,56.9
447,Indiana,18,1976,1.25,2.2,56.9
448,Iowa,19,1976,0.0,2.2,56.9
449,Kansas,20,1976,0.0,2.2,56.9
450,Kentucky,21,1976,1.6,2.2,56.9
451,Louisiana,22,1976,0.0,2.2,56.9
452,Maine,23,1976,2.3,2.2,56.9
453,Maryland,24,1976,2.2,2.2,56.9
454,Massachusetts,25,1976,2.1,2.2,56.9
455,Michigan,26,1976,2.2,2.2,56.9
456,Minnesota,27,1976,1.8,2.2,56.9
457,Mississippi,28,1976,0.0,2.2,56.9
458,Missouri,29,1976,0.0,2.2,56.9
459,Montana,30,1976,1.8,2.2,56.9
460,Nebraska,31,1976,1.6,2.2,56.9
461,Nevada,32,1976,2.2,2.2,56.9
462,New Hampshire,33,1976,2.2,2.2,56.9
463,New Jersey,34,1976,2.2,2.2,56.9
464,New Mexico,35,1976,2.0,2.2,56.9
465,New York,36,1976,2.3,2.2,56.9
466,North Carolina,37,1976,2.0,2.2,56.9
467,North Dakota,38,1976,2.0,2.2,56.9
468,Ohio,39,1976,1.6,2.2,56.9
469,Oklahoma,40,1976,1.8,2.2,56.9
470,Oregon,41,1976,2.3,2.2,56.9
471,Pennsylvania,42,1976,2.2,2.2,56.9
472,Puerto Rico,72,1976,0.76,2.2,56.9
473,Rhode Island,44,1976,2.3,2.2,56.9
474,South Carolina,45,1976,0.0,2.2,56.9
475,South Dakota,46,1976,2.0,2.2,56.9
476,Tennessee,47,1976,0.0,2.2,56.9
477,Texas,48,1976,1.4,2.2,56.9
478,U.S. Virgin Islands,78,1976,0.0,2.2,56.9
479,Utah,49,1976,1.55,2.2,56.9
480,Vermont,50,1976,2.3,2.2,56.9
481,Virginia,51,1976,2.0,2.2,56.9
482,Washington,53,1976,2.2,2.2,56.9
483,West Virginia,54,1976,2.0,2.2,56.9
484,Wisconsin,55,1976,2.1,2.2,56.9
485,Wyoming,56,1976,1.6,2.2,56.9
486,Alabama,1,1977,0.0,2.2,60.6
487,Alaska,2,1977,2.8,2.2,60.6
488,Arizona,4,1977,0.0,2.2,60.6
489,Arkansas,5,1977,1.9,2.2,60.6
490,California,6,1977,2.0,2.2,60.6
491,Colorado,8,1977,1.0,2.2,60.6
492,Connecticut,9,1977,2.21,2.2,60.6
493,Delaware,10,1977,2.0,2.2,60.6
494,District of Columbia,11,1977,2.25,2.2,60.6
495,Florida,12,1977,0.0,2.2,60.6
496,Georgia,13,1977,1.25,2.2,60.6
497,Guam,66,1977,2.3,2.2,60.6
498,Hawaii,15,1977,2.4,2.2,60.6
499,Idaho,16,1977,1.6,2.2,60.6
500,Illinois,17,1977,2.1,2.2,60.6
501,Indiana,18,1977,1.25,2.2,60.6
502,Iowa,19,1977,0.0,2.2,60.6
503,Kansas,20,1977,0.0,2.2,60.6
504,Kentucky,21,1977,1.6,2.2,60.6
505,Louisiana,22,1977,0.0,2.2,60.6
506,Maine,23,1977,2.3,2.2,60.6
507,Maryland,24,1977,2.2,2.2,60.6
508,Massachusetts,25,1977,2.1,2.2,60.6
509,Michigan,26,1977,2.2,2.2,60.6
510,Minnesota,27,1977,1.8,2.2,60.6
511,Mississippi,28,1977,0.0,2.2,60.6
512,Missouri,29,1977,0.0,2.2,60.6
513,Montana,30,1977,1.8,2.2,60.6
514,Nebraska,31,1977,1.6,2.2,60.6
515,Nevada,32,1977,2.2,2.2,60.6
516,New Hampshire,33,1977,2.2,2.2,60.6
517,New Jersey,34,1977,2.2,2.2,60.6
518,New Mexico,35,1977,2.0,2.2,60.6
519,New York,36,1977,2.3,2.2,60.6
520,North Carolina,37,1977,2.0,2.2,60.6
521,North Dakota,38,1977,2.0,2.2,60.6
522,Ohio,39,1977,1.6,2.2,60.6
523,Oklahoma,40,1977,1.8,2.2,60.6
524,Oregon,41,1977,2.3,2.2,60.6
525,Pennsylvania,42,1977,2.2,2.2,60.6
526,Puerto Rico,72,1977,0.76,2.2,60.6
527,Rhode Island,44,1977,2.3,2.2,60.6
528,South Carolina,45,1977,0.0,2.2,60.6
529,South Dakota,46,1977,2.0,2.2,60.6
530,Tennessee,47,1977,0.0,2.2,60.6
531,Texas,48,1977,1.4,2.2,60.6
532,U.S. Virgin Islands,78,1977,0.0,2.2,60.6
533,Utah,49,1977,1.55,2.2,60.6
534,Vermont,50,1977,2.3,2.2,60.6
535,Virginia,51,1977,2.0,2.2,60.6
536,Washington,53,1977,2.2,2.2,60.6
537,West Virginia,54,1977,2.0,2.2,60.6
538,Wisconsin,55,1977,2.1,2.2,60.6
539,Wyoming,56,1977,1.6,2.2,60.6
540,Alabama,1,1978,0.0,2.2,65.2
541,Alaska,2,1978,2.8,2.2,65.2
542,Arizona,4,1978,0.0,2.2,65.2
543,Arkansas,5,1978,1.9,2.2,65.2
544,California,6,1978,2.0,2.2,65.2
545,Colorado,8,1978,1.0,2.2,65.2
546,Connecticut,9,1978,2.21,2.2,65.2
547,Delaware,10,1978,2.0,2.2,65.2
548,District of Columbia,11,1978,2.25,2.2,65.2
549,Florida,12,1978,0.0,2.2,65.2
550,Georgia,13,1978,1.25,2.2,65.2
551,Guam,66,1978,2.3,2.2,65.2
552,Hawaii,15,1978,2.4,2.2,65.2
553,Idaho,16,1978,1.6,2.2,65.2
554,Illinois,17,1978,2.1,2.2,65.2
555,Indiana,18,1978,1.25,2.2,65.2
556,Iowa,19,1978,0.0,2.2,65.2
557,Kansas,20,1978,0.0,2.2,65.2
558,Kentucky,21,1978,1.6,2.2,65.2
559,Louisiana,22,1978,0.0,2.2,65.2
560,Maine,23,1978,2.3,2.2,65.2
561,Maryland,24,1978,2.2,2.2,65.2
562,Massachusetts,25,1978,2.1,2.2,65.2
563,Michigan,26,1978,2.2,2.2,65.2
564,Minnesota,27,1978,1.8,2.2,65.2
565,Mississippi,28,1978,0.0,2.2,65.2
566,Missouri,29,1978,0.0,2.2,65.2
567,Montana,30,1978,1.8,2.2,65.2
