,State,id,Year,Federal_Minimum_Wage,Federal_Minimum_Wage_2022_Dollars,Effective_Minimum_Wage,Effective_Minimum_Wage_2022_Dollars,CPI_Average
427,Virginia,51,1975,1.6,8.58,1.6,8.58,53.8
428,Washington,53,1975,1.6,8.58,1.6,8.58,53.8
429,West Virginia,54,1975,1.6,8.58,1.6,8.58,53.8
430,Wisconsin,55,1975,1.6,8.58,1.6,8.58,53.8
431,Wyoming,56,1975,1.6,8.58,1.6,8.58,53.8
432,Alabama,1,1976,2.2,11.15,2.2,11.15,56.9
433,Alaska,2,1976,2.2,11.15,2.8,14.19,56.9
434,Arizona,4,1976,2.2,11.15,2.2,11.15,56.9
435,Arkansas,5,1976,2.2,11.15,2.2,11.15,56.9
436,California,6,1976,2.2,11.15,2.2,11.15,56.9
437,Colorado,8,1976,2.2,11.15,2.2,11.15,56.9
438,Connecticut,9,1976,2.2,11.15,2.21,11.2,56.9
439,Delaware,10,1976,2.2,11.15,2.2,11.15,56.9
440,District of Columbia,11,1976,2.2,11.15,2.25,11.4,56.9
441,Florida,12,1976,2.2,11.15,2.2,11.15,56.9
442,Georgia,13,1976,2.2,11.15,2.2,11.15,56.9
443,Guam,66,1976,2.2,11.15,2.3,11.66,56.9
444,Hawaii,15,1976,2.2,11.15,2.4,12.16,56.9
445,Idaho,16,1976,2.2,11.15,2.2,11.15,56.9
446,Illinois,17,1976,2.2,11.15,2.2,11.15,56.9
447,Indiana,18,1976,2.2,11.15,2.2,11.15,56.9
448,Iowa,19,1976,2.2,11.15,2.2,11.15,56.9
449,Kansas,20,1976,2.2,11.15,2.2,11.15,56.9
450,Kentucky,21,1976,2.2,11.15,2.2,11.15,56.9
451,Louisiana,22,1976,2.2,11.15,2.2,11.15,56.9
452,Maine,23,1976,2.2,11.15,2.3,11.66,56.9
453,Maryland,24,1976,2.2,11.15,2.2,11.15,56.9
454,Massachusetts,25,1976,2.2,11.15,2.2,11.15,56.9
455,Michigan,26,1976,2.2,11.15,2.2,11.15,56.9
456,Minnesota,27,1976,2.2,11.15,2.2,11.15,56.9
457,Mississippi,28,1976,2.2,11.15,2.2,11.15,56.9
458,Missouri,29,1976,2.2,11.15,2.2,11.15,56.9
459,Montana,30,1976,2.2,11.15,2.2,11.15,56.9
460,Nebraska,31,1976,2.2,11.15,2.2,11.15,56.9
461,Nevada,32,1976,2.2,11.15,2.2,11.15,56.9
462,New Hampshire,33,1976,2.2,11.15,2.2,11.15,56.9
463,New Jersey,34,1976,2.2,11.15,2.2,11.15,56.9
464,New Mexico,35,1976,2.2,11.15,2.2,11.15,56.9
465,New York,36,1976,2.2,11.15,2.3,11.66,56.9
466,North Carolina,37,1976,2.2,11.15,2.2,11.15,56.9
467,North Dakota,38,1976,2.2,11.15,2.2,11.15,56.9
468,Ohio,39,1976,2.2,11.15,2.2,11.15,56.9
469,Oklahoma,40,1976,2.2,11.15,2.2,11.15,56.9
470,Oregon,41,1976,2.2,11.15,2.3,11.66,56.9
471,Pennsylvania,42,1976,2.2,11.15,2.2,11.15,56.9
472,Puerto Rico,72,1976,2.2,11.15,2.2,11.15,56.9
473,Rhode Island,44,1976,2.2,11.15,2.3,11.66,56.9
474,South Carolina,45,1976,2.2,11.15,2.2,11.15,56.9
475,South Dakota,46,1976,2.2,11.15,2.2,11.15,56.9
476,Tennessee,47,1976,2.2,11.15,2.2,11.15,56.9
477,Texas,48,1976,2.2,11.15,2.2,11.15,56.9
478,U.S. Virgin Islands,78,1976,2.2,11.15,2.2,11.15,56.9
479,Utah,49,1976,2.2,11.15,2.2,11.15,56.9
480,Vermont,50,1976,2.2,11.15,2.3,11.66,56.9
481,Virginia,51,1976,2.2,11.15,2.2,11.15,56.9
482,Washington,53,1976,2.2,11.15,2.2,11.15,56.9
483,West Virginia,54,1976,2.2,11.15,2.2,11.15,56.9
484,Wisconsin,55,1976,2.2,11.15,2.2,11.15,56.9
485,Wyoming,56,1976,2.2,11.15,2.2,11.15,56.9
486,Alabama,1,1977,2.2,10.47,2.2,10.47,60.6
487,Alaska,2,1977,2.2,10.47,2.8,13.32,60.6
488,Arizona,4,1977,2.2,10.47,2.2,10.47,60.6
489,Arkansas,5,1977,2.2,10.47,2.2,10.47,60.6
490,California,6,1977,2.2,10.47,2.2,10.47,60.6
491,Colorado,8,1977,2.2,10.47,2.2,10.47,60.6
492,Connecticut,9,1977,2.2,10.47,2.21,10.52,60.6
493,Delaware,10,1977,2.2,10.47,2.2,10.47,60.6
494,District of Columbia,11,1977,2.2,10.47,2.25,10.71,60.6
495,Florida,12,1977,2.2,10.47,2.2,10.47,60.6
496,Georgia,13,1977,2.2,10.47,2.2,10.47,60.6
497,Guam,66,1977,2.2,10.47,2.3,10.94,60.6
498,Hawaii,15,1977,2.2,10.47,2.4,11.42,60.6
499,Idaho,16,1977,2.2,10.47,2.2,10.47,60.6
500,Illinois,17,1977,2.2,10.47,2.2,10.47,60.6
501,Indiana,18,1977,2.2,10.47,2.2,10.47,60.6
502,Iowa,19,1977,2.2,10.47,2.2,10.47,60.6
503,Kansas,20,1977,2.2,10.47,2.2,10.47,60.6
504,Kentucky,21,1977,2.2,10.47,2.2,10.47,60.6
505,Louisiana,22,1977,2.2,10.47,2.2,10.47,60.6
506,Maine,23,1977,2.2,10.47,2.3,10.94,60.6
507,Maryland,24,1977,2.2,10.47,2.2,10.47,60.6
508,Massachusetts,25,1977,2.2,10.47,2.2,10.47,60.6
509,Michigan,26,1977,2.2,10.47,2.2,10.47,60.6
510,Minnesota,27,1977,2.2,10.47,2.2,10.47,60.6
511,Mississippi,28,1977,2.2,10.47,2.2,10.47,60.6
512,Missouri,29,1977,2.2,10.47,2.2,10.47,60.6
513,Montana,30,1977,2.2,10.47,2.2,10.47,60.6
514,Nebraska,31,1977,2.2,10.47,2.2,10.47,60.6
515,Nevada,32,1977,2.2,10.47,2.2,10.47,60.6
516,New Hampshire,33,1977,2.2,10.47,2.2,10.47,60.6
517,New Jersey,34,1977,2.2,10.47,2.2,10.47,60.6
518,New Mexico,35,1977,2.2,10.47,2.2,10.47,60.6
519,New York,36,1977,2.2,10.47,2.3,10.94,60.6
520,North Carolina,37,1977,2.2,10.47,2.2,10.47,60.6
521,North Dakota,38,1977,2.2,10.47,2.2,10.47,60.6
522,Ohio,39,1977,2.2,10.47,2.2,10.47,60.6
523,Oklahoma,40,1977,2.2,10.47,2.2,10.47,60.6
524,Oregon,41,1977,2.2,10.47,2.3,10.94,60.6
525,Pennsylvania,42,1977,2.2,10.47,2.2,10.47,60.6
526,Puerto Rico,72,1977,2.2,10.47,2.2,10.47,60.6
527,Rhode Island,44,1977,2.2,10.47,2.3,10.94,60.6
528,South Carolina,45,1977,2.2,10.47,2.2,10.47,60.6
529,South Dakota,46,1977,2.2,10.47,2.2,10.47,60.6
530,Tennessee,47,1977,2.2,10.47,2.2,10.47,60.6
531,Texas,48,1977,2.2,10.47,2.2,10.47,60.6
532,U.S. Virgin Islands,78,1977,2.2,10.47,2.2,10.47,60.6
533,Utah,49,1977,2.2,10.47,2.2,10.47,60.6
534,Vermont,50,1977,2.2,10.47,2.3,10.94,60.6
535,Virginia,51,1977,2.2,10.47,2.2,10.47,60.6
536,Washington,53,1977,2.2,10.47,2.2,10.47,60.6
537,West Virginia,54,1977,2.2,10.47,2.2,10.47,60.6
538,Wisconsin,55,1977,2.2,10.47,2.2,10.47,60.6
539,Wyoming,56,1977,2.2,10.47,2.2,10.47,60.6
540,Alabama,1,1978,2.2,9.73,2.2,9.73,65.2
541,Alaska,2,1978,2.2,9.73,2.8,12.38,65.2
542,Arizona,4,1978,2.2,9.73,2.2,9.73,65.2
543,Arkansas,5,1978,2.2,9.73,2.2,9.73,65.2
544,California,6,1978,2.2,9.73,2.2,9.73,65.2
545,Colorado,8,1978,2.2,9.73,2.2,9.73,65.2
546,Connecticut,9,1978,2.2,9.73,2.21,9.77,65.2
547,Delaware,10,1978,2.2,9.73,2.2,9.73,65.2
548,District of Columbia,11,1978,2.2,9.73,2.25,9.95,65.2
549,Florida,12,1978,2.2,9.73,2.2,9.73,65.2
550,Georgia,13,1978,2.2,9.73,2.2,9.73,65.2
551,Guam,66,1978,2.2,9.73,2.3,10.17,65.2
552,Hawaii,15,1978,2.2,9.73,2.4,10.61,65.2
553,Idaho,16,1978,2.2,9.73,2.2,9.73,65.2
554,Illinois,17,1978,2.2,9.73,2.2,9.73,65.2
555,Indiana,18,1978,2.2,9.73,2.2,9.73,65.2
556,Iowa,19,1978,2.2,9.73,2.2,9.73,65.2
557,Kansas,20,1978,2.2,9.73,2.2,9.73,65.2
558,Kentucky,21,1978,2.2,9.73,2.2,9.73,65.2
559,Louisiana,22,1978,2.2,9.73,2.2,9.73,65.2
560,Maine,23,1978,2.2,9.73,2.3,10.17,65.2
561,Maryland,24,1978,2.2,9.73,2.2,9.73,65.2
562,Massachusetts,25,1978,2.2,9.73,2.2,9.73,65.2
563,Michigan,26,1978,2.2,9.73,2.2,9.73,65.2
564,Minnesota,27,1978,2.2,9.73,2.2,9.73,65.2
565,Mississippi,28,1978,2.2,9.73,2.2,9.73,65.2
566,Missouri,29,1978,2.2,9.73,2.2,9.73,65.2
567,Montana,30,1978,2.2,9.73,2.2,9.73,65.2
568,Nebraska,31,1978,2.2,9.73,2.2,9.73,65.2
569,Nevada,32,1978,2.2,9.73,2.2,9.73,65.2
570,New Hampshire,33,1978,2.2,9.73,2.2,9.73,65.2
571,New Jersey,34,1978,2.2,9.73,2.2,9.73,65.2
572,New Mexico,35,1978,2.2,9.73,2.2,9.73,65.2
573,New York,36,1978,2.2,9.73,2.3,10.17,65.2
574,North Carolina,37,1978,2.2,9.73,2.2,9.73,65.2
575,North Dakota,38,1978,2.2,9.73,2.2,9.73,65.2
576,Ohio,39,1978,2.2,9.73,2.2,9.73,65.2
577,Oklahoma,40,1978,2.2,9.73,2.2,9.73,65.2
578,Oregon,41,1978,2.2,9.73,2.3,10.17,65.2
579,Pennsylvania,42,1978,2.2,9.73,2.2,9.73,65.2
580,Puerto Rico,72,1978,2.2,9.73,2.2,9.73,65.2
581,Rhode Island,44,1978,2.2,9.73,2.3,10.17,65.2
582,South Carolina,45,1978,2.2,9.73,2.2,9.73,65.2
583,South Dakota,46,1978,2.2,9.73,2.2,9.73,65.2
584,Tennessee,47,1978,2.2,9.73,2.2,9.73,65.2
585,Texas,48,1978,2.2,9.73,2.2,9.73,65.2
586,U.S. Virgin Islands,78,1978,2.2,9.73,2.2,9.73,65.2
587,Utah,49,1978,2.2,9.73,2.2,9.73,65.2
588,Vermont,50,1978,2.2,9.73,2.3,10.17,65.2
589,Virginia,51,1978,2.2,9.73,2.2,9.73,65.2
590,Washington,53,1978,2.2,9.73,2.2,9.73,65.2
591,West Virginia,54,1978,2.2,9.73,2.2,9.73,65.2
592,Wisconsin,55,1978,2.2,9.73,2.2,9.73,65.2
593,Wyoming,56,1978,2.2,9.73,2.2,9.73,65.2
594,Alabama,1,1979,2.9,11.52,2.9,11.52,72.6
595,Alaska,2,1979,2.9,11.52,3.4,13.5,72.6
596,Arizona,4,1979,2.9,11.52,2.9,11.52,72.6
597,Arkansas,5,1979,2.9,11.52,2.9,11.52,72.6
598,California,6,1979,2.9,11.52,2.9,11.52,72.6
599,Colorado,8,1979,2.9,11.52,2.9,11.52,72.6
600,Connecticut,9,1979,2.9,11.52,2.91,11.56,72.6
601,Delaware,10,1979,2.9,11.52,2.9,11.52,72.6
602,District of Columbia,11,1979,2.9,11.52,2.9,11.52,72.6
603,Florida,12,1979,2.9,11.52,2.9,11.52,72.6
604,Georgia,13,1979,2.9,11.52,2.9,11.52,72.6
605,Guam,66,1979,2.9,11.52,2.9,11.52,72.6
606,Hawaii,15,1979,2.9,11.52,2.9,11.52,72.6
607,Idaho,16,1979,2.9,11.52,2.9,11.52,72.6
608,Illinois,17,1979,2.9,11.52,2.9,11.52,72.6
609,Indiana,18,1979,2.9,11.52,2.9,11.52,72.6
610,Iowa,19,1979,2.9,11.52,2.9,11.52,72.6
611,Kansas,20,1979,2.9,11.52,2.9,11.52,72.6
612,Kentucky,21,1979,2.9,11.52,2.9,11.52,72.6
613,Louisiana,22,1979,2.9,11.52,2.9,11.52,72.6
614,Maine,23,1979,2.9,11.52,2.9,11.52,72.6
615,Maryland,24,1979,2.9,11.52,2.9,11.52,72.6
616,Massachusetts,25,1979,2.9,11.52,2.9,11.52,72.6
617,Michigan,26,1979,2.9,11.52,2.9,11.52,72.6
618,Minnesota,27,1979,2.9,11.52,2.9,11.52,72.6
619,Mississippi,28,1979,2.9,11.52,2.9,11.52,72.6
620,Missouri,29,1979,2.9,11.52,2.9,11.52,72.6
621,Montana,30,1979,2.9,11.52,2.9,11.52,72.6
622,Nebraska,31,1979,2.9,11.52,2.9,11.52,72.6
623,Nevada,32,1979,2.9,11.52,2.9,11.52,72.6
624,New Hampshire,33,1979,2.9,11.52,2.9,11.52,72.6
625,New Jersey,34,1979,2.9,11.52,2.9,11.52,72.6
626,New Mexico,35,1979,2.9,11.52,2.9,11.52,72.6
627,New York,36,1979,2.9,11.52,2.9,11.52,72.6
628,North Carolina,37,1979,2.9,11.52,2.9,11.52,72.6
629,North Dakota,38,1979,2.9,11.52,2.9,11.52,72.6
630,Ohio,39,1979,2.9,11.52,2.9,11.52,72.6
631,Oklahoma,40,1979,2.9,11.52,2.9,11.52,72.6
632,Oregon,41,1979,2.9,11.52,2.9,11.52,72.6
633,Pennsylvania,42,1979,2.9,11.52,2.9,11.52,72.6
634,Puerto Rico,72,1979,2.9,11.52,2.9,11.52,72.6
635,Rhode Island,44,1979,2.9,11.52,2.9,11.52,72.6
636,South Carolina,45,1979,2.9,11.52,2.9,11.52,72.6
637,South Dakota,46,1979,2.9,11.52,2.9,11.52,72.6
638,Tennessee,47,1979,2.9,11.52,2.9,11.52,72.6
639,Texas,48,1979,2.9,11.52,2.9,11.52,72.6
640,U.S. Virgin Islands,78,1979,2.9,11.52,2.9,11.52,72.6
641,Utah,49,1979,2.9,11.52,2.9,11.52,72.6
642,Vermont,50,1979,2.9,11.52,2.9,11.52,72.6
643,Virginia,51,1979,2.9,11.52,2.9,11.52,72.6
644,Washington,53,1979,2.9,11.52,2.9,11.52,72.6
645,West Virginia,54,1979,2.9,11.52,2.9,11.52,72.6
646,Wisconsin,55,1979,2.9,11.52,2.9,11.52,72.6
647,Wyoming,56,1979,2.9,11.52,2.9,11.52,72.6
648,Alabama,1,1980,3.1,10.85,3.1,10.85,82.4
649,Alaska,2,1980,3.1,10.85,3.6,12.6,82.4
650,Arizona,4,1980,3.1,10.85,3.1,10.85,82.4
651,Arkansas,5,1980,3.1,10.85,3.1,10.85,82.4
652,California,6,1980,3.1,10.85,3.1,10.85,82.4
653,Colorado,8,1980,3.1,10.85,3.1,10.85,82.4
654,Connecticut,9,1980,3.1,10.85,3.12,10.92,82.4
655,Delaware,10,1980,3.1,10.85,3.1,10.85,82.4
656,District of Columbia,11,1980,3.1,10.85,3.1,10.85,82.4
657,Florida,12,1980,3.1,10.85,3.1,10.85,82.4
658,Georgia,13,1980,3.1,10.85,3.1,10.85,82.4
659,Guam,66,1980,3.1,10.85,3.1,10.85,82.4
660,Hawaii,15,1980,3.1,10.85,3.1,10.85,82.4
661,Idaho,16,1980,3.1,10.85,3.1,10.85,82.4
662,Illinois,17,1980,3.1,10.85,3.1,10.85,82.4
663,Indiana,18,1980,3.1,10.85,3.1,10.85,82.4
664,Iowa,19,1980,3.1,10.85,3.1,10.85,82.4
665,Kansas,20,1980,3.1,10.85,3.1,10.85,82.4
666,Kentucky,21,1980,3.1,10.85,3.1,10.85,82.4
667,Louisiana,22,1980,3.1,10.85,3.1,10.85,82.4
668,Maine,23,1980,3.1,10.85,3.1,10.85,82.4
669,Maryland,24,1980,3.1,10.85,3.1,10.85,82.4
670,Massachusetts,25,1980,3.1,10.85,3.1,10.85,82.4
671,Michigan,26,1980,3.1,10.85,3.1,10.85,82.4
672,Minnesota,27,1980,3.1,10.85,3.1,10.85,82.4
673,Mississippi,28,1980,3.1,10.85,3.1,10.85,82.4
674,Missouri,29,1980,3.1,10.85,3.1,10.85,82.4
675,Montana,30,1980,3.1,10.85,3.1,10.85,82.4
676,Nebraska,31,1980,3.1,10.85,3.1,10.85,82.4
677,Nevada,32,1980,3.1,10.85,3.1,10.85,82.4
678,New Hampshire,33,1980,3.1,10.85,3.1,10.85,82.4
679,New Jersey,34,1980,3.1,10.85,3.1,10.85,82.4
680,New Mexico,35,1980,3.1,10.85,3.1,10.85,82.4
681,New York,36,1980,3.1,10.85,3.1,10.85,82.4
682,North Carolina,37,1980,3.1,10.85,3.1,10.85,82.4
683,North Dakota,38,1980,3.1,10.85,3.1,10.85,82.4
684,Ohio,39,1980,3.1,10.85,3.1,10.85,82.4
685,Oklahoma,40,1980,3.1,10.85,3.1,10.85,82.4
686,Oregon,41,1980,3.1,10.85,3.1,10.85,82.4
687,Pennsylvania,42,1980,3.1,10.85,3.1,10.85,82.4
688,Puerto Rico,72,1980,3.1,10.85,3.1,10.85,82.4
689,Rhode Island,44,1980,3.1,10.85,3.1,10.85,82.4
690,South Carolina,45,1980,3.1,10.85,3.1,10.85,82.4
691,South Dakota,46,1980,3.1,10.85,3.1,10.85,82.4
692,Tennessee,47,1980,3.1,10.85,3.1,10.85,82.4
693,Texas,48,1980,3.1,10.85,3.1,10.85,82.4
694,U.S. Virgin Islands,78,1980,3.1,10.85,3.1,10.85,82.4
695,Utah,49,1980,3.1,10.85,3.1,10.85,82.4
696,Vermont,50,1980,3.1,10.85,3.1,10.85,82.4
697,Virginia,51,1980,3.1,10.85,3.1,10.85,82.4
698,Washington,53,1980,3.1,10.85,3.1,10.85,82.4
699,West Virginia,54,1980,3.1,10.85,3.1,10.85,82.4
700,Wisconsin,55,1980,3.1,10.85,3.1,10.85,82.4
701,Wyoming,56,1980,3.1,10.85,3.1,10.85,82.4
702,Alabama,1,1981,3.35,10.63,3.35,10.63,90.9
703,Alaska,2,1981,3.35,10.63,3.85,12.21,90.9
704,Arizona,4,1981,3.35,10.63,3.35,10.63,90.9
705,Arkansas,5,1981,3.35,10.63,3.35,10.63,90.9
706,California,6,1981,3.35,10.63,3.35,10.63,90.9
707,Colorado,8,1981,3.35,10.63,3.35,10.63,90.9
708,Connecticut,9,1981,3.35,10.63,3.37,10.69,90.9
709,Delaware,10,1981,3.35,10.63,3.35,10.63,90.9
710,District of Columbia,11,1981,3.35,10.63,3.35,10.63,90.9
711,Florida,12,1981,3.35,10.63,3.35,10.63,90.9
712,Georgia,13,1981,3.35,10.63,3.35,10.63,90.9
713,Guam,66,1981,3.35,10.63,3.35,10.63,90.9
714,Hawaii,15,1981,3.35,10.63,3.35,10.63,90.9
715,Idaho,16,1981,3.35,10.63,3.35,10.63,90.9
716,Illinois,17,1981,3.35,10.63,3.35,10.63,90.9
717,Indiana,18,1981,3.35,10.63,3.35,10.63,90.9
718,Iowa,19,1981,3.35,10.63,3.35,10.63,90.9
719,Kansas,20,1981,3.35,10.63,3.35,10.63,90.9
720,Kentucky,21,1981,3.35,10.63,3.35,10.63,90.9
721,Louisiana,22,1981,3.35,10.63,3.35,10.63,90.9
722,Maine,23,1981,3.35,10.63,3.35,10.63,90.9
723,Maryland,24,1981,3.35,10.63,3.35,10.63,90.9
724,Massachusetts,25,1981,3.35,10.63,3.35,10.63,90.9
725,Michigan,26,1981,3.35,10.63,3.35,10.63,90.9
726,Minnesota,27,1981,3.35,10.63,3.35,10.63,90.9
727,Mississippi,28,1981,3.35,10.63,3.35,10.63,90.9
728,Missouri,29,1981,3.35,10.63,3.35,10.63,90.9
729,Montana,30,1981,3.35,10.63,3.35,10.63,90.9
730,Nebraska,31,1981,3.35,10.63,3.35,10.63,90.9
731,Nevada,32,1981,3.35,10.63,3.35,10.63,90.9
732,New Hampshire,33,1981,3.35,10.63,3.35,10.63,90.9
733,New Jersey,34,1981,3.35,10.63,3.35,10.63,90.9
734,New Mexico,35,1981,3.35,10.63,3.35,10.63,90.9
735,New York,36,1981,3.35,10.63,3.35,10.63,90.9
736,North Carolina,37,1981,3.35,10.63,3.35,10.63,90.9
737,North Dakota,38,1981,3.35,10.63,3.35,10.63,90.9
738,Ohio,39,1981,3.35,10.63,3.35,10.63,90.9
739,Oklahoma,40,1981,3.35,10.63,3.35,10.63,90.9
740,Oregon,41,1981,3.35,10.63,3.35,10.63,90.9
741,Pennsylvania,42,1981,3.35,10.63,3.35,10.63,90.9
742,Puerto Rico,72,1981,3.35,10.63,3.35,10.63,90.9
743,Rhode Island,44,1981,3.35,10.63,3.35,10.63,90.9
744,South Carolina,45,1981,3.35,10.63,3.35,10.63,90.9
745,South Dakota,46,1981,3.35,10.63,3.35,10.63,90.9
746,Tennessee,47,1981,3.35,10.63,3.35,10.63,90.9
747,Texas,48,1981,3.35,10.63,3.35,10.63,90.9
748,U.S. Virgin Islands,78,1981,3.35,10.63,3.35,10.63,90.9
749,Utah,49,1981,3.35,10.63,3.35,10.63,90.9
750,Vermont,50,1981,3.35,10.63,3.35,10.63,90.9
751,Virginia,51,1981,3.35,10.63,3.35,10.63,90.9
752,Washington,53,1981,3.35,10.63,3.35,10.63,90.9
753,West Virginia,54,1981,3.35,10.63,3.35,10.63,90.9
754,Wisconsin,55,1981,3.35,10.63,3.35,10.63,90.9
755,Wyoming,56,1981,3.35,10.63,3.35,10.63,90.9
756,Alabama,1,1982,3.35,10.01,3.35,10.01,96.5
757,Alaska,2,1982,3.35,10.01,3.85,11.5,96.5
758,Arizona,4,1982,3.35,10.01,3.35,10.01,96.5
759,Arkansas,5,1982,3.35,10.01,3.35,10.01,96.5
760,California,6,1982,3.35,10.01,3.35,10.01,96.5
761,Colorado,8,1982,3.35,10.01,3.35,10.01,96.5
762,Connecticut,9,1982,3.35,10.01,3.37,10.07,96.5
763,Delaware,10,1982,3.35,10.01,3.35,10.01,96.5
764,District of Columbia,11,1982,3.35,10.01,3.35,10.01,96.5
765,Florida,12,1982,3.35,10.01,3.35,10.01,96.5
766,Georgia,13,1982,3.35,10.01,3.35,10.01,96.5
767,Guam,66,1982,3.35,10.01,3.35,10.01,96.5
768,Hawaii,15,1982,3.35,10.01,3.35,10.01,96.5
769,Idaho,16,1982,3.35,10.01,3.35,10.01,96.5
770,Illinois,17,1982,3.35,10.01,3.35,10.01,96.5
771,Indiana,18,1982,3.35,10.01,3.35,10.01,96.5
772,Iowa,19,1982,3.35,10.01,3.35,10.01,96.5
773,Kansas,20,1982,3.35,10.01,3.35,10.01,96.5
774,Kentucky,21,1982,3.35,10.01,3.35,10.01,96.5
775,Louisiana,22,1982,3.35,10.01,3.35,10.01,96.5
776,Maine,23,1982,3.35,10.01,3.35,10.01,96.5
777,Maryland,24,1982,3.35,10.01,3.35,10.01,96.5
778,Massachusetts,25,1982,3.35,10.01,3.35,10.01,96.5
779,Michigan,26,1982,3.35,10.01,3.35,10.01,96.5
780,Minnesota,27,1982,3.35,10.01,3.35,10.01,96.5
781,Mississippi,28,1982,3.35,10.01,3.35,10.01,96.5
782,Missouri,29,1982,3.35,10.01,3.35,10.01,96.5
783,Montana,30,1982,3.35,10.01,3.35,10.01,96.5
784,Nebraska,31,1982,3.35,10.01,3.35,10.01,96.5
785,Nevada,32,1982,3.35,10.01,3.35,10.01,96.5
786,New Hampshire,33,1982,3.35,10.01,3.35,10.01,96.5
787,New Jersey,34,1982,3.35,10.01,3.35,10.01,96.5
788,New Mexico,35,1982,3.35,10.01,3.35,10.01,96.5
789,New York,36,1982,3.35,10.01,3.35,10.01,96.5
790,North Carolina,37,1982,3.35,10.01,3.35,10.01,96.5
791,North Dakota,38,1982,3.35,10.01,3.35,10.01,96.5
792,Ohio,39,1982,3.35,10.01,3.35,10.01,96.5
793,Oklahoma,40,1982,3.35,10.01,3.35,10.01,96.5
794,Oregon,41,1982,3.35,10.01,3.35,10.01,96.5
795,Pennsylvania,42,1982,3.35,10.01,3.35,10.01,96.5
796,Puerto Rico,72,1982,3.35,10.01,3.35,10.01,96.5
797,Rhode Island,44,1982,3.35,10.01,3.35,10.01,96.5
798,South Carolina,45,1982,3.35,10.01,3.35,10.01,96.5
799,South Dakota,46,1982,3.35,10.01,3.35,10.01,96.5
800,Tennessee,47,1982,3.35,10.01,3.35,10.01,96.5
801,Texas,48,1982,3.35,10.01,3.35,10.01,96.5
802,U.S. Virgin Islands,78,1982,3.35,10.01,3.35,10.01,96.5
803,Utah,49,1982,3.35,10.01,3.35,10.01,96.5
804,Vermont,50,1982,3.35,10.01,3.35,10.01,96.5
805,Virginia,51,1982,3.35,10.01,3.35,10.01,96.5
806,Washington,53,1982,3.35,10.01,3.35,10.01,96.5
807,West Virginia,54,1982,3.35,10.01,3.35,10.01,96.5
808,Wisconsin,55,1982,3.35,10.01,3.35,10.01,96.5
809,Wyoming,56,1982,3.35,10.01,3.35,10.01,96.5
810,Alabama,1,1983,3.35,9.7,3.35,9.7,99.6
811,Alaska,2,1983,3.35,9.7,3.85,11.15,99.6
812,Arizona,4,1983,3.35,9.7,3.35,9.7,99.6
813,Arkansas,5,1983,3.35,9.7,3.35,9.7,99.6
814,California,6,1983,3.35,9.7,3.35,9.7,99.6
815,Colorado,8,1983,3.35,9.7,3.35,9.7,99.6
816,Connecticut,9,1983,3.35,9.7,3.37,9.76,99.6
817,Delaware,10,1983,3.35,9.7,3.35,9.7,99.6
818,District of Columbia,11,1983,3.35,9.7,3.35,9.7,99.6
819,Florida,12,1983,3.35,9.7,3.35,9.7,99.6
820,Georgia,13,1983,3.35,9.7,3.35,9.7,99.6
821,Guam,66,1983,3.35,9.7,3.35,9.7,99.6
822,Hawaii,15,1983,3.35,9.7,3.35,9.7,99.6
823,Idaho,16,1983,3.35,9.7,3.35,9.7,99.6
824,Illinois,17,1983,3.35,9.7,3.35,9.7,99.6
825,Indiana,18,1983,3.35,9.7,3.35,9.7,99.6
826,Iowa,19,1983,3.35,9.7,3.35,9.7,99.6
827,Kansas,20,1983,3.35,9.7,3.35,9.7,99.6
828,Kentucky,21,1983,3.35,9.7,3.35,9.7,99.6
829,Louisiana,22,1983,3.35,9.7,3.35,9.7,99.6
830,Maine,23,1983,3.35,9.7,3.35,9.7,99.6
831,Maryland,24,1983,3.35,9.7,3.35,9.7,99.6
832,Massachusetts,25,1983,3.35,9.7,3.35,9.7,99.6
833,Michigan,26,1983,3.35,9.7,3.35,9.7,99.6
834,Minnesota,27,1983,3.35,9.7,3.35,9.7,99.6
835,Mississippi,28,1983,3.35,9.7,3.35,9.7,99.6
836,Missouri,29,1983,3.35,9.7,3.35,9.7,99.6
837,Montana,30,1983,3.35,9.7,3.35,9.7,99.6
838,Nebraska,31,1983,3.35,9.7,3.35,9.7,99.6
839,Nevada,32,1983,3.35,9.7,3.35,9.7,99.6
840,New Hampshire,33,1983,3.35,9.7,3.35,9.7,99.6
841,New Jersey,34,1983,3.35,9.7,3.35,9.7,99.6
842,New Mexico,35,1983,3.35,9.7,3.35,9.7,99.6
843,New York,36,1983,3.35,9.7,3.35,9.7,99.6
844,North Carolina,37,1983,3.35,9.7,3.35,9.7,99.6
845,North Dakota,38,1983,3.35,9.7,3.35,9.7,99.6
846,Ohio,39,1983,3.35,9.7,3.35,9.7,99.6
847,Oklahoma,40,1983,3.35,9.7,3.35,9.7,99.6
848,Oregon,41,1983,3.35,9.7,3.35,9.7,99.6
849,Pennsylvania,42,1983,3.35,9.7,3.35,9.7,99.6
850,Puerto Rico,72,1983,3.35,9.7,3.35,9.7,99.6
851,Rhode Island,44,1983,3.35,9.7,3.35,9.7,99.6
852,South Carolina,45,1983,3.35,9.7,3.35,9.7,99.6
853,South Dakota,46,1983,3.35,9.7,3.35,9.7,99.6
