,State,id,Year,Federal_Minimum_Wage,Federal_Minimum_Wage_2022_Dollars,Effective_Minimum_Wage,Effective_Minimum_Wage_2022_Dollars,CPI_Average
2035,Oklahoma,40,2005,5.15,7.6,5.15,7.6,195.3
2036,Oregon,41,2005,5.15,7.6,7.25,10.7,195.3
2037,Pennsylvania,42,2005,5.15,7.6,5.15,7.6,195.3
2038,Puerto Rico,72,2005,5.15,7.6,5.15,7.6,195.3
2039,Rhode Island,44,2005,5.15,7.6,6.75,9.97,195.3
2040,South Carolina,45,2005,5.15,7.6,5.15,7.6,195.3
2041,South Dakota,46,2005,5.15,7.6,5.15,7.6,195.3
2042,Tennessee,47,2005,5.15,7.6,5.15,7.6,195.3
2043,Texas,48,2005,5.15,7.6,5.15,7.6,195.3
2044,U.S. Virgin Islands,78,2005,5.15,7.6,5.15,7.6,195.3
2045,Utah,49,2005,5.15,7.6,5.15,7.6,195.3
2046,Vermont,50,2005,5.15,7.6,7.0,10.34,195.3
2047,Virginia,51,2005,5.15,7.6,5.15,7.6,195.3
2048,Washington,53,2005,5.15,7.6,7.35,10.85,195.3
2049,West Virginia,54,2005,5.15,7.6,5.15,7.6,195.3
2050,Wisconsin,55,2005,5.15,7.6,5.15,7.6,195.3
2051,Wyoming,56,2005,5.15,7.6,5.15,7.6,195.3
2052,Alabama,1,2006,5.15,7.37,5.15,7.37,201.6
2053,Alaska,2,2006,5.15,7.37,7.15,10.23,201.6
2054,Arizona,4,2006,5.15,7.37,5.15,7.37,201.6
2055,Arkansas,5,2006,5.15,7.37,5.15,7.37,201.6
2056,California,6,2006,5.15,7.37,6.75,9.65,201.6
2057,Colorado,8,2006,5.15,7.37,5.15,7.37,201.6
2058,Connecticut,9,2006,5.15,7.37,7.4,10.58,201.6
2059,Delaware,10,2006,5.15,7.37,6.15,8.8,201.6
2060,District of Columbia,11,2006,5.15,7.37,7.0,10.01,201.6
2061,Florida,12,2006,5.15,7.37,6.4,9.15,201.6
2062,Georgia,13,2006,5.15,7.37,5.15,7.37,201.6
2063,Guam,66,2006,5.15,7.37,5.15,7.37,201.6
2064,Hawaii,15,2006,5.15,7.37,6.75,9.65,201.6
2065,Idaho,16,2006,5.15,7.37,5.15,7.37,201.6
2066,Illinois,17,2006,5.15,7.37,6.5,9.3,201.6
2067,Indiana,18,2006,5.15,7.37,5.15,7.37,201.6
2068,Iowa,19,2006,5.15,7.37,5.15,7.37,201.6
2069,Kansas,20,2006,5.15,7.37,5.15,7.37,201.6
2070,Kentucky,21,2006,5.15,7.37,5.15,7.37,201.6
2071,Louisiana,22,2006,5.15,7.37,5.15,7.37,201.6
2072,Maine,23,2006,5.15,7.37,6.5,9.3,201.6
2073,Maryland,24,2006,5.15,7.37,5.15,7.37,201.6
2074,Massachusetts,25,2006,5.15,7.37,6.75,9.65,201.6
2075,Michigan,26,2006,5.15,7.37,5.15,7.37,201.6
2076,Minnesota,27,2006,5.15,7.37,5.25,7.51,201.6
2077,Mississippi,28,2006,5.15,7.37,5.15,7.37,201.6
2078,Missouri,29,2006,5.15,7.37,5.15,7.37,201.6
2079,Montana,30,2006,5.15,7.37,5.15,7.37,201.6
2080,Nebraska,31,2006,5.15,7.37,5.15,7.37,201.6
2081,Nevada,32,2006,5.15,7.37,5.15,7.37,201.6
2082,New Hampshire,33,2006,5.15,7.37,5.15,7.37,201.6
2083,New Jersey,34,2006,5.15,7.37,6.15,8.8,201.6
2084,New Mexico,35,2006,5.15,7.37,5.15,7.37,201.6
2085,New York,36,2006,5.15,7.37,6.75,9.65,201.6
2086,North Carolina,37,2006,5.15,7.37,5.15,7.37,201.6
2087,North Dakota,38,2006,5.15,7.37,5.15,7.37,201.6
2088,Ohio,39,2006,5.15,7.37,5.15,7.37,201.6
2089,Oklahoma,40,2006,5.15,7.37,5.15,7.37,201.6
2090,Oregon,41,2006,5.15,7.37,7.5,10.73,201.6
2091,Pennsylvania,42,2006,5.15,7.37,5.15,7.37,201.6
2092,Puerto Rico,72,2006,5.15,7.37,5.15,7.37,201.6
2093,Rhode Island,44,2006,5.15,7.37,6.75,9.65,201.6
2094,South Carolina,45,2006,5.15,7.37,5.15,7.37,201.6
2095,South Dakota,46,2006,5.15,7.37,5.15,7.37,201.6
2096,Tennessee,47,2006,5.15,7.37,5.15,7.37,201.6
2097,Texas,48,2006,5.15,7.37,5.15,7.37,201.6
2098,U.S. Virgin Islands,78,2006,5.15,7.37,5.15,7.37,201.6
2099,Utah,49,2006,5.15,7.37,5.15,7.37,201.6
2100,Vermont,50,2006,5.15,7.37,7.25,10.37,201.6
2101,Virginia,51,2006,5.15,7.37,5.15,7.37,201.6
2102,Washington,53,2006,5.15,7.37,7.63,10.91,201.6
2103,West Virginia,54,2006,5.15,7.37,5.15,7.37,201.6
2104,Wisconsin,55,2006,5.15,7.37,5.7,8.15,201.6
2105,Wyoming,56,2006,5.15,7.37,5.15,7.37,201.6
2106,Alabama,1,2007,5.15,7.16,5.15,7.16,207.342
2107,Alaska,2,2007,5.15,7.16,7.15,9.94,207.342
2108,Arizona,4,2007,5.15,7.16,6.75,9.39,207.342
2109,Arkansas,5,2007,5.15,7.16,6.25,8.69,207.342
2110,California,6,2007,5.15,7.16,7.5,10.43,207.342
2111,Colorado,8,2007,5.15,7.16,6.85,9.53,207.342
2112,Connecticut,9,2007,5.15,7.16,7.65,10.64,207.342
2113,Delaware,10,2007,5.15,7.16,6.65,9.25,207.342
2114,District of Columbia,11,2007,5.15,7.16,7.0,9.73,207.342
2115,Florida,12,2007,5.15,7.16,6.67,9.28,207.342
2116,Georgia,13,2007,5.15,7.16,5.15,7.16,207.342
2117,Guam,66,2007,5.15,7.16,5.15,7.16,207.342
2118,Hawaii,15,2007,5.15,7.16,7.25,10.08,207.342
2119,Idaho,16,2007,5.15,7.16,5.15,7.16,207.342
2120,Illinois,17,2007,5.15,7.16,7.5,10.43,207.342
2121,Indiana,18,2007,5.15,7.16,5.15,7.16,207.342
2122,Iowa,19,2007,5.15,7.16,5.15,7.16,207.342
2123,Kansas,20,2007,5.15,7.16,5.15,7.16,207.342
2124,Kentucky,21,2007,5.15,7.16,5.15,7.16,207.342
2125,Louisiana,22,2007,5.15,7.16,5.15,7.16,207.342
2126,Maine,23,2007,5.15,7.16,6.75,9.39,207.342
2127,Maryland,24,2007,5.15,7.16,6.15,8.55,207.342
2128,Massachusetts,25,2007,5.15,7.16,7.5,10.43,207.342
2129,Michigan,26,2007,5.15,7.16,6.95,9.67,207.342
2130,Minnesota,27,2007,5.15,7.16,5.25,7.3,207.342
2131,Mississippi,28,2007,5.15,7.16,5.15,7.16,207.342
2132,Missouri,29,2007,5.15,7.16,6.5,9.04,207.342
2133,Montana,30,2007,5.15,7.16,5.15,7.16,207.342
2134,Nebraska,31,2007,5.15,7.16,5.15,7.16,207.342
2135,Nevada,32,2007,5.15,7.16,6.15,8.55,207.342
2136,New Hampshire,33,2007,5.15,7.16,5.15,7.16,207.342
2137,New Jersey,34,2007,5.15,7.16,7.15,9.94,207.342
2138,New Mexico,35,2007,5.15,7.16,5.15,7.16,207.342
2139,New York,36,2007,5.15,7.16,7.15,9.94,207.342
2140,North Carolina,37,2007,5.15,7.16,6.15,8.55,207.342
2141,North Dakota,38,2007,5.15,7.16,5.15,7.16,207.342
2142,Ohio,39,2007,5.15,7.16,6.85,9.53,207.342
2143,Oklahoma,40,2007,5.15,7.16,5.15,7.16,207.342
2144,Oregon,41,2007,5.15,7.16,7.8,10.85,207.342
2145,Pennsylvania,42,2007,5.15,7.16,6.25,8.69,207.342
2146,Puerto Rico,72,2007,5.15,7.16,5.15,7.16,207.342
2147,Rhode Island,44,2007,5.15,7.16,7.4,10.29,207.342
2148,South Carolina,45,2007,5.15,7.16,5.15,7.16,207.342
2149,South Dakota,46,2007,5.15,7.16,5.15,7.16,207.342
2150,Tennessee,47,2007,5.15,7.16,5.15,7.16,207.342
2151,Texas,48,2007,5.15,7.16,5.15,7.16,207.342
2152,U.S. Virgin Islands,78,2007,5.15,7.16,5.15,7.16,207.342
2153,Utah,49,2007,5.15,7.16,5.15,7.16,207.342
2154,Vermont,50,2007,5.15,7.16,7.53,10.47,207.342
2155,Virginia,51,2007,5.15,7.16,5.15,7.16,207.342
2156,Washington,53,2007,5.15,7.16,7.93,11.03,207.342
2157,West Virginia,54,2007,5.15,7.16,5.85,8.14,207.342
2158,Wisconsin,55,2007,5.15,7.16,6.5,9.04,207.342
2159,Wyoming,56,2007,5.15,7.16,5.15,7.16,207.342
2160,Alabama,1,2008,5.85,7.83,5.85,7.83,215.303
2161,Alaska,2,2008,5.85,7.83,7.15,9.58,215.303
2162,Arizona,4,2008,5.85,7.83,6.9,9.24,215.303
2163,Arkansas,5,2008,5.85,7.83,6.25,8.37,215.303
2164,California,6,2008,5.85,7.83,8.0,10.71,215.303
2165,Colorado,8,2008,5.85,7.83,7.02,9.4,215.303
2166,Connecticut,9,2008,5.85,7.83,7.65,10.25,215.303
2167,Delaware,10,2008,5.85,7.83,7.15,9.58,215.303
2168,District of Columbia,11,2008,5.85,7.83,7.0,9.37,215.303
2169,Florida,12,2008,5.85,7.83,6.79,9.09,215.303
2170,Georgia,13,2008,5.85,7.83,5.85,7.83,215.303
2171,Guam,66,2008,5.85,7.83,5.85,7.83,215.303
2172,Hawaii,15,2008,5.85,7.83,7.25,9.71,215.303
2173,Idaho,16,2008,5.85,7.83,5.85,7.83,215.303
2174,Illinois,17,2008,5.85,7.83,7.75,10.38,215.303
2175,Indiana,18,2008,5.85,7.83,5.85,7.83,215.303
2176,Iowa,19,2008,5.85,7.83,7.25,9.71,215.303
2177,Kansas,20,2008,5.85,7.83,5.85,7.83,215.303
2178,Kentucky,21,2008,5.85,7.83,5.85,7.83,215.303
2179,Louisiana,22,2008,5.85,7.83,5.85,7.83,215.303
2180,Maine,23,2008,5.85,7.83,7.0,9.37,215.303
2181,Maryland,24,2008,5.85,7.83,6.15,8.24,215.303
2182,Massachusetts,25,2008,5.85,7.83,8.0,10.71,215.303
2183,Michigan,26,2008,5.85,7.83,7.15,9.58,215.303
2184,Minnesota,27,2008,5.85,7.83,5.85,7.83,215.303
2185,Mississippi,28,2008,5.85,7.83,5.85,7.83,215.303
2186,Missouri,29,2008,5.85,7.83,6.65,8.91,215.303
2187,Montana,30,2008,5.85,7.83,5.85,7.83,215.303
2188,Nebraska,31,2008,5.85,7.83,5.85,7.83,215.303
2189,Nevada,32,2008,5.85,7.83,6.33,8.48,215.303
2190,New Hampshire,33,2008,5.85,7.83,6.5,8.71,215.303
2191,New Jersey,34,2008,5.85,7.83,7.15,9.58,215.303
2192,New Mexico,35,2008,5.85,7.83,6.5,8.71,215.303
2193,New York,36,2008,5.85,7.83,7.15,9.58,215.303
2194,North Carolina,37,2008,5.85,7.83,6.15,8.24,215.303
2195,North Dakota,38,2008,5.85,7.83,5.85,7.83,215.303
2196,Ohio,39,2008,5.85,7.83,7.0,9.37,215.303
2197,Oklahoma,40,2008,5.85,7.83,5.85,7.83,215.303
2198,Oregon,41,2008,5.85,7.83,7.95,10.65,215.303
2199,Pennsylvania,42,2008,5.85,7.83,7.15,9.58,215.303
2200,Puerto Rico,72,2008,5.85,7.83,5.85,7.83,215.303
2201,Rhode Island,44,2008,5.85,7.83,7.4,9.91,215.303
2202,South Carolina,45,2008,5.85,7.83,5.85,7.83,215.303
2203,South Dakota,46,2008,5.85,7.83,5.85,7.83,215.303
2204,Tennessee,47,2008,5.85,7.83,5.85,7.83,215.303
2205,Texas,48,2008,5.85,7.83,5.85,7.83,215.303
2206,U.S. Virgin Islands,78,2008,5.85,7.83,5.85,7.83,215.303
2207,Utah,49,2008,5.85,7.83,5.85,7.83,215.303
2208,Vermont,50,2008,5.85,7.83,7.68,10.29,215.303
2209,Virginia,51,2008,5.85,7.83,5.85,7.83,215.303
2210,Washington,53,2008,5.85,7.83,8.07,10.81,215.303
2211,West Virginia,54,2008,5.85,7.83,6.55,8.77,215.303
2212,Wisconsin,55,2008,5.85,7.83,6.5,8.71,215.303
2213,Wyoming,56,2008,5.85,7.83,5.85,7.83,215.303
2214,Alabama,1,2009,6.55,8.8,6.55,8.8,214.537
2215,Alaska,2,2009,6.55,8.8,7.15,9.61,214.537
2216,Arizona,4,2009,6.55,8.8,7.25,9.74,214.537
2217,Arkansas,5,2009,6.55,8.8,6.55,8.8,214.537
2218,California,6,2009,6.55,8.8,8.0,10.75,214.537
2219,Colorado,8,2009,6.55,8.8,7.28,9.78,214.537
2220,Connecticut,9,2009,6.55,8.8,8.0,10.75,214.537
2221,Delaware,10,2009,6.55,8.8,7.15,9.61,214.537
2222,District of Columbia,11,2009,6.55,8.8,7.55,10.15,214.537
2223,Florida,12,2009,6.55,8.8,7.21,9.69,214.537
2224,Georgia,13,2009,6.55,8.8,6.55,8.8,214.537
2225,Guam,66,2009,6.55,8.8,6.55,8.8,214.537
2226,Hawaii,15,2009,6.55,8.8,7.25,9.74,214.537
2227,Idaho,16,2009,6.55,8.8,6.55,8.8,214.537
2228,Illinois,17,2009,6.55,8.8,8.0,10.75,214.537
2229,Indiana,18,2009,6.55,8.8,6.55,8.8,214.537
2230,Iowa,19,2009,6.55,8.8,7.25,9.74,214.537
2231,Kansas,20,2009,6.55,8.8,6.55,8.8,214.537
2232,Kentucky,21,2009,6.55,8.8,6.55,8.8,214.537
2233,Louisiana,22,2009,6.55,8.8,6.55,8.8,214.537
2234,Maine,23,2009,6.55,8.8,7.25,9.74,214.537
2235,Maryland,24,2009,6.55,8.8,6.55,8.8,214.537
2236,Massachusetts,25,2009,6.55,8.8,8.0,10.75,214.537
2237,Michigan,26,2009,6.55,8.8,7.4,9.95,214.537
2238,Minnesota,27,2009,6.55,8.8,6.55,8.8,214.537
2239,Mississippi,28,2009,6.55,8.8,6.55,8.8,214.537
2240,Missouri,29,2009,6.55,8.8,7.05,9.48,214.537
2241,Montana,30,2009,6.55,8.8,6.55,8.8,214.537
2242,Nebraska,31,2009,6.55,8.8,6.55,8.8,214.537
2243,Nevada,32,2009,6.55,8.8,6.55,8.8,214.537
2244,New Hampshire,33,2009,6.55,8.8,7.25,9.74,214.537
2245,New Jersey,34,2009,6.55,8.8,7.15,9.61,214.537
2246,New Mexico,35,2009,6.55,8.8,7.5,10.08,214.537
2247,New York,36,2009,6.55,8.8,7.15,9.61,214.537
2248,North Carolina,37,2009,6.55,8.8,6.55,8.8,214.537
2249,North Dakota,38,2009,6.55,8.8,6.55,8.8,214.537
2250,Ohio,39,2009,6.55,8.8,7.3,9.81,214.537
2251,Oklahoma,40,2009,6.55,8.8,6.55,8.8,214.537
2252,Oregon,41,2009,6.55,8.8,8.4,11.29,214.537
2253,Pennsylvania,42,2009,6.55,8.8,7.15,9.61,214.537
2254,Puerto Rico,72,2009,6.55,8.8,6.55,8.8,214.537
2255,Rhode Island,44,2009,6.55,8.8,7.4,9.95,214.537
2256,South Carolina,45,2009,6.55,8.8,6.55,8.8,214.537
2257,South Dakota,46,2009,6.55,8.8,6.55,8.8,214.537
2258,Tennessee,47,2009,6.55,8.8,6.55,8.8,214.537
2259,Texas,48,2009,6.55,8.8,6.55,8.8,214.537
2260,U.S. Virgin Islands,78,2009,6.55,8.8,6.55,8.8,214.537
2261,Utah,49,2009,6.55,8.8,6.55,8.8,214.537
2262,Vermont,50,2009,6.55,8.8,8.06,10.83,214.537
2263,Virginia,51,2009,6.55,8.8,6.55,8.8,214.537
2264,Washington,53,2009,6.55,8.8,8.55,11.49,214.537
2265,West Virginia,54,2009,6.55,8.8,7.25,9.74,214.537
2266,Wisconsin,55,2009,6.55,8.8,6.55,8.8,214.537
2267,Wyoming,56,2009,6.55,8.8,6.55,8.8,214.537
2268,Alabama,1,2010,7.25,9.59,7.25,9.59,218.056
2269,Alaska,2,2010,7.25,9.59,7.75,10.25,218.056
2270,Arizona,4,2010,7.25,9.59,7.25,9.59,218.056
2271,Arkansas,5,2010,7.25,9.59,7.25,9.59,218.056
2272,California,6,2010,7.25,9.59,8.0,10.58,218.056
2273,Colorado,8,2010,7.25,9.59,7.25,9.59,218.056
2274,Connecticut,9,2010,7.25,9.59,8.25,10.91,218.056
2275,Delaware,10,2010,7.25,9.59,7.25,9.59,218.056
2276,District of Columbia,11,2010,7.25,9.59,8.25,10.91,218.056
2277,Florida,12,2010,7.25,9.59,7.25,9.59,218.056
2278,Georgia,13,2010,7.25,9.59,7.25,9.59,218.056
2279,Guam,66,2010,7.25,9.59,7.25,9.59,218.056
2280,Hawaii,15,2010,7.25,9.59,7.25,9.59,218.056
2281,Idaho,16,2010,7.25,9.59,7.25,9.59,218.056
2282,Illinois,17,2010,7.25,9.59,8.25,10.91,218.056
2283,Indiana,18,2010,7.25,9.59,7.25,9.59,218.056
2284,Iowa,19,2010,7.25,9.59,7.25,9.59,218.056
2285,Kansas,20,2010,7.25,9.59,7.25,9.59,218.056
2286,Kentucky,21,2010,7.25,9.59,7.25,9.59,218.056
2287,Louisiana,22,2010,7.25,9.59,7.25,9.59,218.056
2288,Maine,23,2010,7.25,9.59,7.5,9.92,218.056
2289,Maryland,24,2010,7.25,9.59,7.25,9.59,218.056
2290,Massachusetts,25,2010,7.25,9.59,8.0,10.58,218.056
2291,Michigan,26,2010,7.25,9.59,7.4,9.79,218.056
2292,Minnesota,27,2010,7.25,9.59,7.25,9.59,218.056
2293,Mississippi,28,2010,7.25,9.59,7.25,9.59,218.056
2294,Missouri,29,2010,7.25,9.59,7.25,9.59,218.056
2295,Montana,30,2010,7.25,9.59,7.25,9.59,218.056
2296,Nebraska,31,2010,7.25,9.59,7.25,9.59,218.056
2297,Nevada,32,2010,7.25,9.59,7.25,9.59,218.056
2298,New Hampshire,33,2010,7.25,9.59,7.25,9.59,218.056
2299,New Jersey,34,2010,7.25,9.59,7.25,9.59,218.056
2300,New Mexico,35,2010,7.25,9.59,7.5,9.92,218.056
2301,New York,36,2010,7.25,9.59,7.25,9.59,218.056
2302,North Carolina,37,2010,7.25,9.59,7.25,9.59,218.056
2303,North Dakota,38,2010,7.25,9.59,7.25,9.59,218.056
2304,Ohio,39,2010,7.25,9.59,7.3,9.65,218.056
2305,Oklahoma,40,2010,7.25,9.59,7.25,9.59,218.056
2306,Oregon,41,2010,7.25,9.59,8.4,11.11,218.056
2307,Pennsylvania,42,2010,7.25,9.59,7.25,9.59,218.056
2308,Puerto Rico,72,2010,7.25,9.59,7.25,9.59,218.056
2309,Rhode Island,44,2010,7.25,9.59,7.4,9.79,218.056
2310,South Carolina,45,2010,7.25,9.59,7.25,9.59,218.056
2311,South Dakota,46,2010,7.25,9.59,7.25,9.59,218.056
2312,Tennessee,47,2010,7.25,9.59,7.25,9.59,218.056
2313,Texas,48,2010,7.25,9.59,7.25,9.59,218.056
2314,U.S. Virgin Islands,78,2010,7.25,9.59,7.25,9.59,218.056
2315,Utah,49,2010,7.25,9.59,7.25,9.59,218.056
2316,Vermont,50,2010,7.25,9.59,8.06,10.66,218.056
2317,Virginia,51,2010,7.25,9.59,7.25,9.59,218.056
2318,Washington,53,2010,7.25,9.59,8.55,11.31,218.056
2319,West Virginia,54,2010,7.25,9.59,7.25,9.59,218.056
2320,Wisconsin,55,2010,7.25,9.59,7.25,9.59,218.056
2321,Wyoming,56,2010,7.25,9.59,7.25,9.59,218.056
2322,Alabama,1,2011,7.25,9.29,7.25,9.29,224.939
2323,Alaska,2,2011,7.25,9.29,7.75,9.93,224.939
2324,Arizona,4,2011,7.25,9.29,7.35,9.42,224.939
2325,Arkansas,5,2011,7.25,9.29,7.25,9.29,224.939
2326,California,6,2011,7.25,9.29,8.0,10.26,224.939
2327,Colorado,8,2011,7.25,9.29,7.36,9.43,224.939
2328,Connecticut,9,2011,7.25,9.29,8.25,10.58,224.939
2329,Delaware,10,2011,7.25,9.29,7.25,9.29,224.939
2330,District of Columbia,11,2011,7.25,9.29,8.25,10.58,224.939
2331,Florida,12,2011,7.25,9.29,7.25,9.29,224.939
2332,Georgia,13,2011,7.25,9.29,7.25,9.29,224.939
2333,Guam,66,2011,7.25,9.29,7.25,9.29,224.939
2334,Hawaii,15,2011,7.25,9.29,7.25,9.29,224.939
2335,Idaho,16,2011,7.25,9.29,7.25,9.29,224.939
2336,Illinois,17,2011,7.25,9.29,8.25,10.58,224.939
2337,Indiana,18,2011,7.25,9.29,7.25,9.29,224.939
2338,Iowa,19,2011,7.25,9.29,7.25,9.29,224.939
2339,Kansas,20,2011,7.25,9.29,7.25,9.29,224.939
2340,Kentucky,21,2011,7.25,9.29,7.25,9.29,224.939
2341,Louisiana,22,2011,7.25,9.29,7.25,9.29,224.939
2342,Maine,23,2011,7.25,9.29,7.5,9.61,224.939
2343,Maryland,24,2011,7.25,9.29,7.25,9.29,224.939
2344,Massachusetts,25,2011,7.25,9.29,8.0,10.26,224.939
2345,Michigan,26,2011,7.25,9.29,7.4,9.49,224.939
2346,Minnesota,27,2011,7.25,9.29,7.25,9.29,224.939
2347,Mississippi,28,2011,7.25,9.29,7.25,9.29,224.939
2348,Missouri,29,2011,7.25,9.29,7.25,9.29,224.939
2349,Montana,30,2011,7.25,9.29,7.25,9.29,224.939
2350,Nebraska,31,2011,7.25,9.29,7.25,9.29,224.939
2351,Nevada,32,2011,7.25,9.29,7.25,9.29,224.939
2352,New Hampshire,33,2011,7.25,9.29,7.25,9.29,224.939
2353,New Jersey,34,2011,7.25,9.29,7.25,9.29,224.939
2354,New Mexico,35,2011,7.25,9.29,7.5,9.61,224.939
2355,New York,36,2011,7.25,9.29,7.25,9.29,224.939
2356,North Carolina,37,2011,7.25,9.29,7.25,9.29,224.939
2357,North Dakota,38,2011,7.25,9.29,7.25,9.29,224.939
2358,Ohio,39,2011,7.25,9.29,7.4,9.49,224.939
2359,Oklahoma,40,2011,7.25,9.29,7.25,9.29,224.939
2360,Oregon,41,2011,7.25,9.29,8.5,10.9,224.939
2361,Pennsylvania,42,2011,7.25,9.29,7.25,9.29,224.939
2362,Puerto Rico,72,2011,7.25,9.29,7.25,9.29,224.939
2363,Rhode Island,44,2011,7.25,9.29,7.4,9.49,224.939
2364,South Carolina,45,2011,7.25,9.29,7.25,9.29,224.939
2365,South Dakota,46,2011,7.25,9.29,7.25,9.29,224.939
2366,Tennessee,47,2011,7.25,9.29,7.25,9.29,224.939
2367,Texas,48,2011,7.25,9.29,7.25,9.29,224.939
2368,U.S. Virgin Islands,78,2011,7.25,9.29,7.25,9.29,224.939
2369,Utah,49,2011,7.25,9.29,7.25,9.29,224.939
2370,Vermont,50,2011,7.25,9.29,8.15,10.45,224.939
2371,Virginia,51,2011,7.25,9.29,7.25,9.29,224.939
2372,Washington,53,2011,7.25,9.29,8.67,11.11,224.939
2373,West Virginia,54,2011,7.25,9.29,7.25,9.29,224.939
2374,Wisconsin,55,2011,7.25,9.29,7.25,9.29,224.939
2375,Wyoming,56,2011,7.25,9.29,7.25,9.29,224.939
2376,Alabama,1,2012,7.25,9.11,7.25,9.11,229.594
2377,Alaska,2,2012,7.25,9.11,7.75,9.73,229.594
2378,Arizona,4,2012,7.25,9.11,7.65,9.61,229.594
2379,Arkansas,5,2012,7.25,9.11,7.25,9.11,229.594
2380,California,6,2012,7.25,9.11,8.0,10.05,229.594
2381,Colorado,8,2012,7.25,9.11,7.64,9.6,229.594
2382,Connecticut,9,2012,7.25,9.11,8.25,10.36,229.594
2383,Delaware,10,2012,7.25,9.11,7.25,9.11,229.594
2384,District of Columbia,11,2012,7.25,9.11,8.25,10.36,229.594
2385,Florida,12,2012,7.25,9.11,7.67,9.63,229.594
2386,Georgia,13,2012,7.25,9.11,7.25,9.11,229.594
2387,Guam,66,2012,7.25,9.11,7.25,9.11,229.594
2388,Hawaii,15,2012,7.25,9.11,7.25,9.11,229.594
2389,Idaho,16,2012,7.25,9.11,7.25,9.11,229.594
2390,Illinois,17,2012,7.25,9.11,8.25,10.36,229.594
2391,Indiana,18,2012,7.25,9.11,7.25,9.11,229.594
2392,Iowa,19,2012,7.25,9.11,7.25,9.11,229.594
2393,Kansas,20,2012,7.25,9.11,7.25,9.11,229.594
2394,Kentucky,21,2012,7.25,9.11,7.25,9.11,229.594
2395,Louisiana,22,2012,7.25,9.11,7.25,9.11,229.594
2396,Maine,23,2012,7.25,9.11,7.5,9.42,229.594
2397,Maryland,24,2012,7.25,9.11,7.25,9.11,229.594
2398,Massachusetts,25,2012,7.25,9.11,8.0,10.05,229.594
2399,Michigan,26,2012,7.25,9.11,7.4,9.29,229.594
2400,Minnesota,27,2012,7.25,9.11,7.25,9.11,229.594
2401,Mississippi,28,2012,7.25,9.11,7.25,9.11,229.594
2402,Missouri,29,2012,7.25,9.11,7.25,9.11,229.594
2403,Montana,30,2012,7.25,9.11,7.25,9.11,229.594
2404,Nebraska,31,2012,7.25,9.11,7.25,9.11,229.594
2405,Nevada,32,2012,7.25,9.11,7.25,9.11,229.594
2406,New Hampshire,33,2012,7.25,9.11,7.25,9.11,229.594
2407,New Jersey,34,2012,7.25,9.11,7.25,9.11,229.594
2408,New Mexico,35,2012,7.25,9.11,7.5,9.42,229.594
2409,New York,36,2012,7.25,9.11,7.25,9.11,229.594
2410,North Carolina,37,2012,7.25,9.11,7.25,9.11,229.594
2411,North Dakota,38,2012,7.25,9.11,7.25,9.11,229.594
2412,Ohio,39,2012,7.25,9.11,7.7,9.67,229.594
2413,Oklahoma,40,2012,7.25,9.11,7.25,9.11,229.594
2414,Oregon,41,2012,7.25,9.11,8.8,11.05,229.594
2415,Pennsylvania,42,2012,7.25,9.11,7.25,9.11,229.594
2416,Puerto Rico,72,2012,7.25,9.11,7.25,9.11,229.594
2417,Rhode Island,44,2012,7.25,9.11,7.4,9.29,229.594
2418,South Carolina,45,2012,7.25,9.11,7.25,9.11,229.594
2419,South Dakota,46,2012,7.25,9.11,7.25,9.11,229.594
2420,Tennessee,47,2012,7.25,9.11,7.25,9.11,229.594
2421,Texas,48,2012,7.25,9.11,7.25,9.11,229.594
2422,U.S. Virgin Islands,78,2012,7.25,9.11,7.25,9.11,229.594
2423,Utah,49,2012,7.25,9.11,7.25,9.11,229.594
2424,Vermont,50,2012,7.25,9.11,8.46,10.62,229.594
2425,Virginia,51,2012,7.25,9.11,7.25,9.11,229.594
2426,Washington,53,2012,7.25,9.11,9.04,11.35,229.594
2427,West Virginia,54,2012,7.25,9.11,7.25,9.11,229.594
2428,Wisconsin,55,2012,7.25,9.11,7.25,9.11,229.594
2429,Wyoming,56,2012,7.25,9.11,7.25,9.11,229.594
2430,Alabama,1,2013,7.25,8.97,7.25,8.97,232.957
2431,Alaska,2,2013,7.25,8.97,7.75,9.59,232.957
2432,Arizona,4,2013,7.25,8.97,7.8,9.65,232.957
2433,Arkansas,5,2013,7.25,8.97,7.25,8.97,232.957
2434,California,6,2013,7.25,8.97,8.0,9.9,232.957
2435,Colorado,8,2013,7.25,8.97,7.78,9.63,232.957
2436,Connecticut,9,2013,7.25,8.97,8.25,10.21,232.957
2437,Delaware,10,2013,7.25,8.97,7.25,8.97,232.957
2438,District of Columbia,11,2013,7.25,8.97,8.25,10.21,232.957
2439,Florida,12,2013,7.25,8.97,7.79,9.64,232.957
2440,Georgia,13,2013,7.25,8.97,7.25,8.97,232.957
2441,Guam,66,2013,7.25,8.97,7.25,8.97,232.957
2442,Hawaii,15,2013,7.25,8.97,7.25,8.97,232.957
2443,Idaho,16,2013,7.25,8.97,7.25,8.97,232.957
2444,Illinois,17,2013,7.25,8.97,8.25,10.21,232.957
2445,Indiana,18,2013,7.25,8.97,7.25,8.97,232.957
2446,Iowa,19,2013,7.25,8.97,7.25,8.97,232.957
2447,Kansas,20,2013,7.25,8.97,7.25,8.97,232.957
2448,Kentucky,21,2013,7.25,8.97,7.25,8.97,232.957
