"Year","State","Department.Of.Labor.Cleaned.Low.Value","Federal.Minimum.Wage","Federal.Minimum.Wage.2022.Dollars","Effective.Minimum.Wage","Effective.Minimum.Wage.2022.Dollars","CPI.Average","Department.Of.Labor.Uncleaned.Data","Department.Of.Labor.Cleaned.Low.Value.2022.Dollars","Department.Of.Labor.Cleaned.High.Value","Department.Of.Labor.Cleaned.High.Value.2022.Dollars","Footnote"
"1972","Rhode Island","1.6","1.6",11.04,"1.6",11.04,41.8,"1.6",11.04,"1.6",11.04,""
"1972","South Carolina","0","1.6",11.04,"1.6",11.04,41.8,"...",0,"0",0,""
"1972","South Dakota","1","1.6",11.04,"1.6",11.04,41.8,"1",6.9,"1",6.9,""
"1972","Tennessee","0","1.6",11.04,"1.6",11.04,41.8,"...",0,"0",0,""
"1972","Texas","1.4","1.6",11.04,"1.6",11.04,41.8,"1.4",9.66,"1.4",9.66,""
"1972","U.S. Virgin Islands","0","1.6",11.04,"1.6",11.04,41.8,"...",NA,"0",NA,""
"1972","Utah","1.2","1.6",11.04,"1.6",11.04,41.8,"1.20 - 1.35(b)",8.28,"1.35",9.31,"(b)"
"1972","Vermont","1.6","1.6",11.04,"1.6",11.04,41.8,"1.6",11.04,"1.6",11.04,""
"1972","Virginia","0","1.6",11.04,"1.6",11.04,41.8,"...",0,"0",0,""
"1972","Washington","1.6","1.6",11.04,"1.6",11.04,41.8,"1.6",11.04,"1.6",11.04,""
"1972","West Virginia","1.2","1.6",11.04,"1.6",11.04,41.8,"1.2",8.28,"1.2",8.28,""
"1972","Wisconsin","1.45","1.6",11.04,"1.6",11.04,41.8,"1.45 (b)",10,"1.45",10,"(b)"
"1972","Wyoming","1.5","1.6",11.04,"1.6",11.04,41.8,"1.5",10.35,"1.5",10.35,""
"1973","Alabama","0","1.6",10.39,"1.6",10.39,44.4,"...",0,"0",0,""
"1973","Alaska","2.1","1.6",10.39,"2.1",13.64,44.4,"2.1",13.64,"2.1",13.64,""
"1973","Arizona","0.468","1.6",10.39,"1.6",10.39,44.4,"18.72-26.40/wk(b)",3.04,"0.66",4.29,"(b)"
"1973","Arkansas","1.2","1.6",10.39,"1.6",10.39,44.4,"1.2",7.79,"1.2",7.79,""
"1973","California","1.65","1.6",10.39,"1.65",10.72,44.4,"1.65(b)",10.72,"1.65",10.72,"(b)"
"1973","Colorado","1","1.6",10.39,"1.6",10.39,44.4,"1.00 - 1.25(b)",6.49,"1.25",8.12,"(b)"
"1973","Connecticut","1.85","1.6",10.39,"1.85",12.01,44.4,"1.85",12.01,"1.85",12.01,""
"1973","Delaware","1.6","1.6",10.39,"1.6",10.39,44.4,"1.6",10.39,"1.6",10.39,""
"1973","District of Columbia","1.6","1.6",10.39,"1.6",10.39,44.4,"1.60 - 2.25",10.39,"2.25",14.61,""
"1973","Florida","0","1.6",10.39,"1.6",10.39,44.4,"...",0,"0",0,""
"1973","Georgia","1.25","1.6",10.39,"1.6",10.39,44.4,"1.25",8.12,"1.25",8.12,""
"1973","Guam","1.9","1.6",10.39,"1.9",12.34,44.4,"1.9",12.34,"1.9",12.34,""
"1973","Hawaii","1.6","1.6",10.39,"1.6",10.39,44.4,"1.6",10.39,"1.6",10.39,""
"1973","Idaho","1.4","1.6",10.39,"1.6",10.39,44.4,"1.4",9.09,"1.4",9.09,""
"1973","Illinois","1.4","1.6",10.39,"1.6",10.39,44.4,"1.4",9.09,"1.4",9.09,""
"1973","Indiana","1.25","1.6",10.39,"1.6",10.39,44.4,"1.25",8.12,"1.25",8.12,""
"1973","Iowa","0","1.6",10.39,"1.6",10.39,44.4,"...",0,"0",0,""
"1973","Kansas","0","1.6",10.39,"1.6",10.39,44.4,"...",0,"0",0,""
"1973","Kentucky","0.65","1.6",10.39,"1.6",10.39,44.4,".65 - .75(b)",4.22,"0.75",4.87,"(b)"
"1973","Louisiana","0","1.6",10.39,"1.6",10.39,44.4,"...",0,"0",0,""
"1973","Maine","1.4","1.6",10.39,"1.6",10.39,44.4,"1.40 - 1.80",9.09,"1.8",11.69,""
"1973","Maryland","1.6","1.6",10.39,"1.6",10.39,44.4,"1.6",10.39,"1.6",10.39,""
"1973","Massachusetts","1.75","1.6",10.39,"1.75",11.37,44.4,"1.75",11.37,"1.75",11.37,""
"1973","Michigan","1.6","1.6",10.39,"1.6",10.39,44.4,"1.6",10.39,"1.6",10.39,""
"1973","Minnesota","0.75","1.6",10.39,"1.6",10.39,44.4,".75 - 1.60",4.87,"1.6",10.39,""
"1973","Mississippi","0","1.6",10.39,"1.6",10.39,44.4,"...",0,"0",0,""
"1973","Missouri","0","1.6",10.39,"1.6",10.39,44.4,"...",0,"0",0,""
"1973","Montana","1.6","1.6",10.39,"1.6",10.39,44.4,"1.6",10.39,"1.6",10.39,""
"1973","Nebraska","1","1.6",10.39,"1.6",10.39,44.4,"1",6.49,"1",6.49,""
"1973","Nevada","1.6","1.6",10.39,"1.6",10.39,44.4,"1.6",10.39,"1.6",10.39,""
"1973","New Hampshire","1.6","1.6",10.39,"1.6",10.39,44.4,"1.6",10.39,"1.6",10.39,""
"1973","New Jersey","1.5","1.6",10.39,"1.6",10.39,44.4,"1.5",9.74,"1.5",9.74,""
"1973","New Mexico","1.3","1.6",10.39,"1.6",10.39,44.4,"1.30 - 1.60",8.44,"1.6",10.39,""
"1973","New York","1.85","1.6",10.39,"1.85",12.01,44.4,"1.85",12.01,"1.85",12.01,""
"1973","North Carolina","1.45","1.6",10.39,"1.6",10.39,44.4,"1.45",9.42,"1.45",9.42,""
"1973","North Dakota","1","1.6",10.39,"1.6",10.39,44.4,"1.00 - 1.45",6.49,"1.45",9.42,""
"1973","Ohio","0.75","1.6",10.39,"1.6",10.39,44.4,".75 - 1.25(b)",4.87,"1.25",8.12,"(b)"
"1973","Oklahoma","1.4","1.6",10.39,"1.6",10.39,44.4,"1.4",9.09,"1.4",9.09,""
"1973","Oregon","1.25","1.6",10.39,"1.6",10.39,44.4,"1.25`",8.12,"1.25",8.12,""
"1973","Pennsylvania","1.6","1.6",10.39,"1.6",10.39,44.4,"1.6",10.39,"1.6",10.39,""
"1973","Puerto Rico","0.65","1.6",10.39,"1.6",10.39,44.4,".65 - 1.60",4.22,"1.6",10.39,""
"1973","Rhode Island","1.6","1.6",10.39,"1.6",10.39,44.4,"1.6",10.39,"1.6",10.39,""
"1973","South Carolina","0","1.6",10.39,"1.6",10.39,44.4,"...",0,"0",0,""
"1973","South Dakota","1","1.6",10.39,"1.6",10.39,44.4,"1",6.49,"1",6.49,""
"1973","Tennessee","0","1.6",10.39,"1.6",10.39,44.4,"...",0,"0",0,""
"1973","Texas","1.4","1.6",10.39,"1.6",10.39,44.4,"1.4",9.09,"1.4",9.09,""
"1973","U.S. Virgin Islands","0","1.6",10.39,"1.6",10.39,44.4,"...",NA,"0",NA,""
"1973","Utah","1.2","1.6",10.39,"1.6",10.39,44.4,"1.20 - 1.35(b)",7.79,"1.35",8.77,"(b)"
"1973","Vermont","1.6","1.6",10.39,"1.6",10.39,44.4,"1.6",10.39,"1.6",10.39,""
"1973","Virginia","0","1.6",10.39,"1.6",10.39,44.4,"...",0,"0",0,""
"1973","Washington","1.6","1.6",10.39,"1.6",10.39,44.4,"1.6",10.39,"1.6",10.39,""
"1973","West Virginia","1.2","1.6",10.39,"1.6",10.39,44.4,"1.2",7.79,"1.2",7.79,""
"1973","Wisconsin","1.45","1.6",10.39,"1.6",10.39,44.4,"1.45 (b)",9.42,"1.45",9.42,"(b)"
"1973","Wyoming","1.5","1.6",10.39,"1.6",10.39,44.4,"1.5",9.74,"1.5",9.74,""
"1974","Alabama","0","1.6",9.36,"1.6",9.36,49.3,"...",0,"0",0,""
"1974","Alaska","2.1","1.6",9.36,"2.1",12.28,49.3,"2.1",12.28,"2.1",12.28,""
"1974","Arizona","0.468","1.6",9.36,"1.6",9.36,49.3,"18.72-26.40/wk(b)",2.74,"0.66",3.86,"(b)"
"1974","Arkansas","1.2","1.6",9.36,"1.6",9.36,49.3,"1.2",7.02,"1.2",7.02,""
"1974","California","1.65","1.6",9.36,"1.65",9.65,49.3,"1.65(b)",9.65,"1.65",9.65,"(b)"
"1974","Colorado","1","1.6",9.36,"1.6",9.36,49.3,"1.00 - 1.25(b)",5.85,"1.25",7.31,"(b)"
"1974","Connecticut","1.85","1.6",9.36,"1.85",10.82,49.3,"1.85",10.82,"1.85",10.82,""
"1974","Delaware","1.6","1.6",9.36,"1.6",9.36,49.3,"1.6",9.36,"1.6",9.36,""
"1974","District of Columbia","1.6","1.6",9.36,"1.6",9.36,49.3,"1.60 - 2.25",9.36,"2.25",13.16,""
"1974","Florida","0","1.6",9.36,"1.6",9.36,49.3,"...",0,"0",0,""
"1974","Georgia","1.25","1.6",9.36,"1.6",9.36,49.3,"1.25",7.31,"1.25",7.31,""
"1974","Guam","1.9","1.6",9.36,"1.9",11.11,49.3,"1.9",11.11,"1.9",11.11,""
"1974","Hawaii","1.6","1.6",9.36,"1.6",9.36,49.3,"1.6",9.36,"1.6",9.36,""
"1974","Idaho","1.4","1.6",9.36,"1.6",9.36,49.3,"1.4",8.19,"1.4",8.19,""
"1974","Illinois","1.4","1.6",9.36,"1.6",9.36,49.3,"1.4",8.19,"1.4",8.19,""
"1974","Indiana","1.25","1.6",9.36,"1.6",9.36,49.3,"1.25",7.31,"1.25",7.31,""
"1974","Iowa","0","1.6",9.36,"1.6",9.36,49.3,"...",0,"0",0,""
"1974","Kansas","0","1.6",9.36,"1.6",9.36,49.3,"...",0,"0",0,""
"1974","Kentucky","0.65","1.6",9.36,"1.6",9.36,49.3,".65 - .75(b)",3.8,"0.75",4.39,"(b)"
"1974","Louisiana","0","1.6",9.36,"1.6",9.36,49.3,"...",0,"0",0,""
"1974","Maine","1.4","1.6",9.36,"1.6",9.36,49.3,"1.40 - 1.80",8.19,"1.8",10.53,""
"1974","Maryland","1.6","1.6",9.36,"1.6",9.36,49.3,"1.6",9.36,"1.6",9.36,""
"1974","Massachusetts","1.75","1.6",9.36,"1.75",10.24,49.3,"1.75",10.24,"1.75",10.24,""
"1974","Michigan","1.6","1.6",9.36,"1.6",9.36,49.3,"1.6",9.36,"1.6",9.36,""
"1974","Minnesota","0.75","1.6",9.36,"1.6",9.36,49.3,".75 - 1.60",4.39,"1.6",9.36,""
"1974","Mississippi","0","1.6",9.36,"1.6",9.36,49.3,"...",0,"0",0,""
"1974","Missouri","0","1.6",9.36,"1.6",9.36,49.3,"...",0,"0",0,""
"1974","Montana","1.6","1.6",9.36,"1.6",9.36,49.3,"1.6",9.36,"1.6",9.36,""
"1974","Nebraska","1","1.6",9.36,"1.6",9.36,49.3,"1",5.85,"1",5.85,""
"1974","Nevada","1.6","1.6",9.36,"1.6",9.36,49.3,"1.6",9.36,"1.6",9.36,""
"1974","New Hampshire","1.6","1.6",9.36,"1.6",9.36,49.3,"1.6",9.36,"1.6",9.36,""
"1974","New Jersey","1.5","1.6",9.36,"1.6",9.36,49.3,"1.5",8.77,"1.5",8.77,""
"1974","New Mexico","1.3","1.6",9.36,"1.6",9.36,49.3,"1.30 - 1.60",7.6,"1.6",9.36,""
"1974","New York","1.85","1.6",9.36,"1.85",10.82,49.3,"1.85",10.82,"1.85",10.82,""
"1974","North Carolina","1.45","1.6",9.36,"1.6",9.36,49.3,"1.45",8.48,"1.45",8.48,""
"1974","North Dakota","1","1.6",9.36,"1.6",9.36,49.3,"1.00 - 1.45",5.85,"1.45",8.48,""
"1974","Ohio","0.75","1.6",9.36,"1.6",9.36,49.3,".75 - 1.25(b)",4.39,"1.25",7.31,"(b)"
"1974","Oklahoma","1.4","1.6",9.36,"1.6",9.36,49.3,"1.4",8.19,"1.4",8.19,""
"1974","Oregon","1.25","1.6",9.36,"1.6",9.36,49.3,"1.25`",7.31,"1.25",7.31,""
"1974","Pennsylvania","1.6","1.6",9.36,"1.6",9.36,49.3,"1.6",9.36,"1.6",9.36,""
"1974","Puerto Rico","0.65","1.6",9.36,"1.6",9.36,49.3,".65 - 1.60",3.8,"1.6",9.36,""
"1974","Rhode Island","1.6","1.6",9.36,"1.6",9.36,49.3,"1.6",9.36,"1.6",9.36,""
"1974","South Carolina","0","1.6",9.36,"1.6",9.36,49.3,"...",0,"0",0,""
"1974","South Dakota","1","1.6",9.36,"1.6",9.36,49.3,"1",5.85,"1",5.85,""
"1974","Tennessee","0","1.6",9.36,"1.6",9.36,49.3,"...",0,"0",0,""
"1974","Texas","1.4","1.6",9.36,"1.6",9.36,49.3,"1.4",8.19,"1.4",8.19,""
"1974","U.S. Virgin Islands","0","1.6",9.36,"1.6",9.36,49.3,"...",NA,"0",NA,""
"1974","Utah","1.2","1.6",9.36,"1.6",9.36,49.3,"1.20 - 1.35(b)",7.02,"1.35",7.9,"(b)"
"1974","Vermont","1.6","1.6",9.36,"1.6",9.36,49.3,"1.6",9.36,"1.6",9.36,""
"1974","Virginia","0","1.6",9.36,"1.6",9.36,49.3,"...",0,"0",0,""
"1974","Washington","1.6","1.6",9.36,"1.6",9.36,49.3,"1.6",9.36,"1.6",9.36,""
"1974","West Virginia","1.2","1.6",9.36,"1.6",9.36,49.3,"1.2",7.02,"1.2",7.02,""
"1974","Wisconsin","1.45","1.6",9.36,"1.6",9.36,49.3,"1.45 (b)",8.48,"1.45",8.48,"(b)"
"1974","Wyoming","1.5","1.6",9.36,"1.6",9.36,49.3,"1.5",8.77,"1.5",8.77,""
"1975","Alabama","0","1.6",8.58,"1.6",8.58,53.8,"...",0,"0",0,""
"1975","Alaska","2.1","1.6",8.58,"2.1",11.26,53.8,"2.1",11.26,"2.1",11.26,""
"1975","Arizona","0.468","1.6",8.58,"1.6",8.58,53.8,"18.72-26.40/wk(b)",2.51,"0.66",3.54,"(b)"
"1975","Arkansas","1.2","1.6",8.58,"1.6",8.58,53.8,"1.2",6.43,"1.2",6.43,""
"1975","California","1.65","1.6",8.58,"1.65",8.84,53.8,"1.65(b)",8.84,"1.65",8.84,"(b)"
"1975","Colorado","1","1.6",8.58,"1.6",8.58,53.8,"1.00 - 1.25(b)",5.36,"1.25",6.7,"(b)"
"1975","Connecticut","1.85","1.6",8.58,"1.85",9.92,53.8,"1.85",9.92,"1.85",9.92,""
"1975","Delaware","1.6","1.6",8.58,"1.6",8.58,53.8,"1.6",8.58,"1.6",8.58,""
"1975","District of Columbia","1.6","1.6",8.58,"1.6",8.58,53.8,"1.60 - 2.25",8.58,"2.25",12.06,""
"1975","Florida","0","1.6",8.58,"1.6",8.58,53.8,"...",0,"0",0,""
"1975","Georgia","1.25","1.6",8.58,"1.6",8.58,53.8,"1.25",6.7,"1.25",6.7,""
"1975","Guam","1.9","1.6",8.58,"1.9",10.18,53.8,"1.9",10.18,"1.9",10.18,""
"1975","Hawaii","1.6","1.6",8.58,"1.6",8.58,53.8,"1.6",8.58,"1.6",8.58,""
"1975","Idaho","1.4","1.6",8.58,"1.6",8.58,53.8,"1.4",7.5,"1.4",7.5,""
"1975","Illinois","1.4","1.6",8.58,"1.6",8.58,53.8,"1.4",7.5,"1.4",7.5,""
"1975","Indiana","1.25","1.6",8.58,"1.6",8.58,53.8,"1.25",6.7,"1.25",6.7,""
"1975","Iowa","0","1.6",8.58,"1.6",8.58,53.8,"...",0,"0",0,""
"1975","Kansas","0","1.6",8.58,"1.6",8.58,53.8,"...",0,"0",0,""
"1975","Kentucky","0.65","1.6",8.58,"1.6",8.58,53.8,".65 - .75(b)",3.48,"0.75",4.02,"(b)"
"1975","Louisiana","0","1.6",8.58,"1.6",8.58,53.8,"...",0,"0",0,""
"1975","Maine","1.4","1.6",8.58,"1.6",8.58,53.8,"1.40 - 1.80",7.5,"1.8",9.65,""
"1975","Maryland","1.6","1.6",8.58,"1.6",8.58,53.8,"1.6",8.58,"1.6",8.58,""
"1975","Massachusetts","1.75","1.6",8.58,"1.75",9.38,53.8,"1.75",9.38,"1.75",9.38,""
"1975","Michigan","1.6","1.6",8.58,"1.6",8.58,53.8,"1.6",8.58,"1.6",8.58,""
"1975","Minnesota","0.75","1.6",8.58,"1.6",8.58,53.8,".75 - 1.60",4.02,"1.6",8.58,""
"1975","Mississippi","0","1.6",8.58,"1.6",8.58,53.8,"...",0,"0",0,""
"1975","Missouri","0","1.6",8.58,"1.6",8.58,53.8,"...",0,"0",0,""
"1975","Montana","1.6","1.6",8.58,"1.6",8.58,53.8,"1.6",8.58,"1.6",8.58,""
"1975","Nebraska","1","1.6",8.58,"1.6",8.58,53.8,"1",5.36,"1",5.36,""
"1975","Nevada","1.6","1.6",8.58,"1.6",8.58,53.8,"1.6",8.58,"1.6",8.58,""
"1975","New Hampshire","1.6","1.6",8.58,"1.6",8.58,53.8,"1.6",8.58,"1.6",8.58,""
"1975","New Jersey","1.5","1.6",8.58,"1.6",8.58,53.8,"1.5",8.04,"1.5",8.04,""
"1975","New Mexico","1.3","1.6",8.58,"1.6",8.58,53.8,"1.30 - 1.60",6.97,"1.6",8.58,""
"1975","New York","1.85","1.6",8.58,"1.85",9.92,53.8,"1.85",9.92,"1.85",9.92,""
"1975","North Carolina","1.45","1.6",8.58,"1.6",8.58,53.8,"1.45",7.77,"1.45",7.77,""
"1975","North Dakota","1","1.6",8.58,"1.6",8.58,53.8,"1.00 - 1.45",5.36,"1.45",7.77,""
"1975","Ohio","0.75","1.6",8.58,"1.6",8.58,53.8,".75 - 1.25(b)",4.02,"1.25",6.7,"(b)"
"1975","Oklahoma","1.4","1.6",8.58,"1.6",8.58,53.8,"1.4",7.5,"1.4",7.5,""
"1975","Oregon","1.25","1.6",8.58,"1.6",8.58,53.8,"1.25`",6.7,"1.25",6.7,""
"1975","Pennsylvania","1.6","1.6",8.58,"1.6",8.58,53.8,"1.6",8.58,"1.6",8.58,""
"1975","Puerto Rico","0.65","1.6",8.58,"1.6",8.58,53.8,".65 - 1.60",3.48,"1.6",8.58,""
"1975","Rhode Island","1.6","1.6",8.58,"1.6",8.58,53.8,"1.6",8.58,"1.6",8.58,""
"1975","South Carolina","0","1.6",8.58,"1.6",8.58,53.8,"...",0,"0",0,""
"1975","South Dakota","1","1.6",8.58,"1.6",8.58,53.8,"1",5.36,"1",5.36,""
"1975","Tennessee","0","1.6",8.58,"1.6",8.58,53.8,"...",0,"0",0,""
"1975","Texas","1.4","1.6",8.58,"1.6",8.58,53.8,"1.4",7.5,"1.4",7.5,""
"1975","U.S. Virgin Islands","0","1.6",8.58,"1.6",8.58,53.8,"...",NA,"0",NA,""
"1975","Utah","1.2","1.6",8.58,"1.6",8.58,53.8,"1.20 - 1.35(b)",6.43,"1.35",7.24,"(b)"
"1975","Vermont","1.6","1.6",8.58,"1.6",8.58,53.8,"1.6",8.58,"1.6",8.58,""
"1975","Virginia","0","1.6",8.58,"1.6",8.58,53.8,"...",0,"0",0,""
"1975","Washington","1.6","1.6",8.58,"1.6",8.58,53.8,"1.6",8.58,"1.6",8.58,""
"1975","West Virginia","1.2","1.6",8.58,"1.6",8.58,53.8,"1.2",6.43,"1.2",6.43,""
"1975","Wisconsin","1.45","1.6",8.58,"1.6",8.58,53.8,"1.45 (b)",7.77,"1.45",7.77,"(b)"
"1975","Wyoming","1.5","1.6",8.58,"1.6",8.58,53.8,"1.5",8.04,"1.5",8.04,""
"1976","Alabama","0","2.2",11.15,"2.2",11.15,56.9,"...",0,"0",0,""
"1976","Alaska","2.8","2.2",11.15,"2.8",14.19,56.9,"2.8",14.19,"2.8",14.19,""
"1976","Arizona","0","2.2",11.15,"2.2",11.15,56.9,"...",0,"0",0,""
"1976","Arkansas","1.9","2.2",11.15,"2.2",11.15,56.9,"1.9",9.63,"1.9",9.63,""
"1976","California","2","2.2",11.15,"2.2",11.15,56.9,"2",10.14,"2",10.14,""
"1976","Colorado","1","2.2",11.15,"2.2",11.15,56.9,"1.00 - 1.25(b)",5.07,"1.25",6.33,"(b)"
"1976","Connecticut","2.21","2.2",11.15,"2.21",11.2,56.9,"2.21 & 2.31",11.2,"2.31",11.71,""
"1976","Delaware","2","2.2",11.15,"2.2",11.15,56.9,"2",10.14,"2",10.14,""
"1976","District of Columbia","2.25","2.2",11.15,"2.25",11.4,56.9,"2.25 - 2.75",11.4,"2.75",13.94,""
"1976","Florida","0","2.2",11.15,"2.2",11.15,56.9,"...",0,"0",0,""
"1976","Georgia","1.25","2.2",11.15,"2.2",11.15,56.9,"1.25",6.33,"1.25",6.33,""
"1976","Guam","2.3","2.2",11.15,"2.3",11.66,56.9,"2.3",11.66,"2.3",11.66,""
"1976","Hawaii","2.4","2.2",11.15,"2.4",12.16,56.9,"2.4",12.16,"2.4",12.16,""
"1976","Idaho","1.6","2.2",11.15,"2.2",11.15,56.9,"1.6",8.11,"1.6",8.11,""
"1976","Illinois","2.1","2.2",11.15,"2.2",11.15,56.9,"2.1",10.64,"2.1",10.64,""
"1976","Indiana","1.25","2.2",11.15,"2.2",11.15,56.9,"1.25",6.33,"1.25",6.33,""
"1976","Iowa","0","2.2",11.15,"2.2",11.15,56.9,"...",0,"0",0,""
"1976","Kansas","0","2.2",11.15,"2.2",11.15,56.9,"...",0,"0",0,""
"1976","Kentucky","1.6","2.2",11.15,"2.2",11.15,56.9,"1.6",8.11,"1.6",8.11,""
"1976","Louisiana","0","2.2",11.15,"2.2",11.15,56.9,"...",0,"0",0,""
"1976","Maine","2.3","2.2",11.15,"2.3",11.66,56.9,"2.3",11.66,"2.3",11.66,""
"1976","Maryland","2.2","2.2",11.15,"2.2",11.15,56.9,"2.20 & 2.30",11.15,"2.3",11.66,""
"1976","Massachusetts","2.1","2.2",11.15,"2.2",11.15,56.9,"2.1",10.64,"2.1",10.64,""
"1976","Michigan","2.2","2.2",11.15,"2.2",11.15,56.9,"2.2",11.15,"2.2",11.15,""
"1976","Minnesota","1.8","2.2",11.15,"2.2",11.15,56.9,"1.8",9.12,"1.8",9.12,""
"1976","Mississippi","0","2.2",11.15,"2.2",11.15,56.9,"...",0,"0",0,""
"1976","Missouri","0","2.2",11.15,"2.2",11.15,56.9,"...",0,"0",0,""
"1976","Montana","1.8","2.2",11.15,"2.2",11.15,56.9,"1.8",9.12,"1.8",9.12,""
"1976","Nebraska","1.6","2.2",11.15,"2.2",11.15,56.9,"1.6",8.11,"1.6",8.11,""
"1976","Nevada","2.2","2.2",11.15,"2.2",11.15,56.9,"2.20 & 2.30",11.15,"2.3",11.66,""
"1976","New Hampshire","2.2","2.2",11.15,"2.2",11.15,56.9,"2.20 - 2.30",11.15,"2.3",11.66,""
"1976","New Jersey","2.2","2.2",11.15,"2.2",11.15,56.9,"2.2",11.15,"2.2",11.15,""
"1976","New Mexico","2","2.2",11.15,"2.2",11.15,56.9,"2",10.14,"2",10.14,""
"1976","New York","2.3","2.2",11.15,"2.3",11.66,56.9,"2.3",11.66,"2.3",11.66,""
"1976","North Carolina","2","2.2",11.15,"2.2",11.15,56.9,"2",10.14,"2",10.14,""
"1976","North Dakota","2","2.2",11.15,"2.2",11.15,56.9,"2.00 - 2.30",10.14,"2.3",11.66,""
"1976","Ohio","1.6","2.2",11.15,"2.2",11.15,56.9,"1.6",8.11,"1.6",8.11,""
"1976","Oklahoma","1.8","2.2",11.15,"2.2",11.15,56.9,"1.8",9.12,"1.8",9.12,""
"1976","Oregon","2.3","2.2",11.15,"2.3",11.66,56.9,"2.3",11.66,"2.3",11.66,""
"1976","Pennsylvania","2.2","2.2",11.15,"2.2",11.15,56.9,"2.2",11.15,"2.2",11.15,""
"1976","Puerto Rico","0.76","2.2",11.15,"2.2",11.15,56.9,".76 - 2.50",3.85,"2.5",12.67,""
"1976","Rhode Island","2.3","2.2",11.15,"2.3",11.66,56.9,"2.3",11.66,"2.3",11.66,""
"1976","South Carolina","0","2.2",11.15,"2.2",11.15,56.9,"...",0,"0",0,""
"1976","South Dakota","2","2.2",11.15,"2.2",11.15,56.9,"2",10.14,"2",10.14,""
"1976","Tennessee","0","2.2",11.15,"2.2",11.15,56.9,"...",0,"0",0,""
"1976","Texas","1.4","2.2",11.15,"2.2",11.15,56.9,"1.4",7.09,"1.4",7.09,""
"1976","U.S. Virgin Islands","0","2.2",11.15,"2.2",11.15,56.9,"...",NA,"0",NA,""
"1976","Utah","1.55","2.2",11.15,"2.2",11.15,56.9,"1.55 - 1.70(b)",7.85,"1.7",8.61,"(b)"
"1976","Vermont","2.3","2.2",11.15,"2.3",11.66,56.9,"2.3",11.66,"2.3",11.66,""
"1976","Virginia","2","2.2",11.15,"2.2",11.15,56.9,"2",10.14,"2",10.14,""
"1976","Washington","2.2","2.2",11.15,"2.2",11.15,56.9,"2.20 - 2.30",11.15,"2.3",11.66,""
"1976","West Virginia","2","2.2",11.15,"2.2",11.15,56.9,"2",10.14,"2",10.14,""
"1976","Wisconsin","2.1","2.2",11.15,"2.2",11.15,56.9,"2.1",10.64,"2.1",10.64,""
"1976","Wyoming","1.6","2.2",11.15,"2.2",11.15,56.9,"1.6",8.11,"1.6",8.11,""
"1977","Alabama","0","2.2",10.47,"2.2",10.47,60.6,"...",0,"0",0,""
"1977","Alaska","2.8","2.2",10.47,"2.8",13.32,60.6,"2.8",13.32,"2.8",13.32,""
"1977","Arizona","0","2.2",10.47,"2.2",10.47,60.6,"...",0,"0",0,""
"1977","Arkansas","1.9","2.2",10.47,"2.2",10.47,60.6,"1.9",9.04,"1.9",9.04,""
"1977","California","2","2.2",10.47,"2.2",10.47,60.6,"2",9.52,"2",9.52,""
"1977","Colorado","1","2.2",10.47,"2.2",10.47,60.6,"1.00 - 1.25(b)",4.76,"1.25",5.95,"(b)"
"1977","Connecticut","2.21","2.2",10.47,"2.21",10.52,60.6,"2.21 & 2.31",10.52,"2.31",10.99,""
"1977","Delaware","2","2.2",10.47,"2.2",10.47,60.6,"2",9.52,"2",9.52,""
"1977","District of Columbia","2.25","2.2",10.47,"2.25",10.71,60.6,"2.25 - 2.75",10.71,"2.75",13.09,""
"1977","Florida","0","2.2",10.47,"2.2",10.47,60.6,"...",0,"0",0,""
"1977","Georgia","1.25","2.2",10.47,"2.2",10.47,60.6,"1.25",5.95,"1.25",5.95,""
"1977","Guam","2.3","2.2",10.47,"2.3",10.94,60.6,"2.3",10.94,"2.3",10.94,""
"1977","Hawaii","2.4","2.2",10.47,"2.4",11.42,60.6,"2.4",11.42,"2.4",11.42,""
"1977","Idaho","1.6","2.2",10.47,"2.2",10.47,60.6,"1.6",7.61,"1.6",7.61,""
"1977","Illinois","2.1","2.2",10.47,"2.2",10.47,60.6,"2.1",9.99,"2.1",9.99,""
"1977","Indiana","1.25","2.2",10.47,"2.2",10.47,60.6,"1.25",5.95,"1.25",5.95,""
"1977","Iowa","0","2.2",10.47,"2.2",10.47,60.6,"...",0,"0",0,""
"1977","Kansas","0","2.2",10.47,"2.2",10.47,60.6,"...",0,"0",0,""
"1977","Kentucky","1.6","2.2",10.47,"2.2",10.47,60.6,"1.6",7.61,"1.6",7.61,""
"1977","Louisiana","0","2.2",10.47,"2.2",10.47,60.6,"...",0,"0",0,""
"1977","Maine","2.3","2.2",10.47,"2.3",10.94,60.6,"2.3",10.94,"2.3",10.94,""
"1977","Maryland","2.2","2.2",10.47,"2.2",10.47,60.6,"2.20 & 2.30",10.47,"2.3",10.94,""
"1977","Massachusetts","2.1","2.2",10.47,"2.2",10.47,60.6,"2.1",9.99,"2.1",9.99,""
"1977","Michigan","2.2","2.2",10.47,"2.2",10.47,60.6,"2.2",10.47,"2.2",10.47,""
"1977","Minnesota","1.8","2.2",10.47,"2.2",10.47,60.6,"1.8",8.56,"1.8",8.56,""
"1977","Mississippi","0","2.2",10.47,"2.2",10.47,60.6,"...",0,"0",0,""
"1977","Missouri","0","2.2",10.47,"2.2",10.47,60.6,"...",0,"0",0,""
