"Year","State","Department.Of.Labor.Cleaned.Low.Value","Federal.Minimum.Wage","Federal.Minimum.Wage.2022.Dollars","Effective.Minimum.Wage","Effective.Minimum.Wage.2022.Dollars","CPI.Average","Department.Of.Labor.Uncleaned.Data","Department.Of.Labor.Cleaned.Low.Value.2022.Dollars","Department.Of.Labor.Cleaned.High.Value","Department.Of.Labor.Cleaned.High.Value.2022.Dollars","Footnote"
"1994","Maryland","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","Massachusetts","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","Michigan","3.35","4.25",8.27,"4.25",8.27,148.2,"3.35",6.52,"3.35",6.52,""
"1994","Minnesota","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25(g)",8.27,"4.25",8.27,"(g)"
"1994","Mississippi","0","4.25",8.27,"4.25",8.27,148.2,"...",0,"0",0,""
"1994","Missouri","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","Montana","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25(g)",8.27,"4.25",8.27,"(g)"
"1994","Nebraska","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","Nevada","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","New Hampshire","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","New Jersey","5.05","4.25",8.27,"5.05",9.83,148.2,"5.05",9.83,"5.05",9.83,""
"1994","New Mexico","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","New York","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","North Carolina","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","North Dakota","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","Ohio","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25(g)",8.27,"4.25",8.27,"(g)"
"1994","Oklahoma","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25(g)",8.27,"4.25",8.27,"(g)"
"1994","Oregon","4.75","4.25",8.27,"4.75",9.24,148.2,"4.75",9.24,"4.75",9.24,""
"1994","Pennsylvania","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","Puerto Rico","1.2","4.25",8.27,"4.25",8.27,148.2,"1.20 - 4.25(i)",2.33,"4.25",8.27,"(i)"
"1994","Rhode Island","4.45","4.25",8.27,"4.45",8.66,148.2,"4.45",8.66,"4.45",8.66,""
"1994","South Carolina","0","4.25",8.27,"4.25",8.27,148.2,"...",0,"0",0,""
"1994","South Dakota","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","Tennessee","0","4.25",8.27,"4.25",8.27,148.2,"...",0,"0",0,""
"1994","Texas","3.35","4.25",8.27,"4.25",8.27,148.2,"3.35",6.52,"3.35",6.52,""
"1994","U.S. Virgin Islands","4.65","4.25",8.27,"4.65",9.05,148.2,"4..65(g,,j)",9.05,"4.65",9.05,"(g, j)"
"1994","Utah","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","Vermont","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","Virginia","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","Washington","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","West Virginia","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","Wisconsin","4.25","4.25",8.27,"4.25",8.27,148.2,"4.25",8.27,"4.25",8.27,""
"1994","Wyoming","1.6","4.25",8.27,"4.25",8.27,148.2,"1.6",3.11,"1.6",3.11,""
"1995","Alabama","0","4.25",8.04,"4.25",8.04,152.4,"...",0,"0",0,""
"1995","Alaska","4.75","4.25",8.04,"4.75",8.99,152.4,"4.75",8.99,"4.75",8.99,""
"1995","Arizona","0","4.25",8.04,"4.25",8.04,152.4,"...",0,"0",0,""
"1995","Arkansas","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","California","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Colorado","3","4.25",8.04,"4.25",8.04,152.4,"3",5.68,"3",5.68,""
"1995","Connecticut","4.27","4.25",8.04,"4.27",8.08,152.4,"4.27",8.08,"4.27",8.08,""
"1995","Delaware","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","District of Columbia","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Florida","0","4.25",8.04,"4.25",8.04,152.4,"...",0,"0",0,""
"1995","Georgia","3.25","4.25",8.04,"4.25",8.04,152.4,"3.25",6.15,"3.25",6.15,""
"1995","Guam","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Hawaii","5.25","4.25",8.04,"5.25",9.93,152.4,"5.25",9.93,"5.25",9.93,""
"1995","Idaho","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Illinois","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Indiana","3.35","4.25",8.04,"4.25",8.04,152.4,"3.35",6.34,"3.35",6.34,""
"1995","Iowa","4.65","4.25",8.04,"4.65",8.8,152.4,"4.65",8.8,"4.65",8.8,""
"1995","Kansas","2.65","4.25",8.04,"4.25",8.04,152.4,"2.65",5.01,"2.65",5.01,""
"1995","Kentucky","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Louisiana","0","4.25",8.04,"4.25",8.04,152.4,"...",0,"0",0,""
"1995","Maine","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Maryland","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Massachusetts","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Michigan","3.35","4.25",8.04,"4.25",8.04,152.4,"3.35",6.34,"3.35",6.34,""
"1995","Minnesota","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25(g)",8.04,"4.25",8.04,"(g)"
"1995","Mississippi","0","4.25",8.04,"4.25",8.04,152.4,"...",0,"0",0,""
"1995","Missouri","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Montana","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25(g)",8.04,"4.25",8.04,"(g)"
"1995","Nebraska","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Nevada","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","New Hampshire","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","New Jersey","5.05","4.25",8.04,"5.05",9.55,152.4,"5.05",9.55,"5.05",9.55,""
"1995","New Mexico","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","New York","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","North Carolina","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","North Dakota","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Ohio","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25(g)",8.04,"4.25",8.04,"(g)"
"1995","Oklahoma","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25(g)",8.04,"4.25",8.04,"(g)"
"1995","Oregon","4.75","4.25",8.04,"4.75",8.99,152.4,"4.75",8.99,"4.75",8.99,""
"1995","Pennsylvania","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Puerto Rico","1.2","4.25",8.04,"4.25",8.04,152.4,"1.20 - 4.25(i)",2.27,"4.25",8.04,"(i)"
"1995","Rhode Island","4.45","4.25",8.04,"4.45",8.42,152.4,"4.45",8.42,"4.45",8.42,""
"1995","South Carolina","0","4.25",8.04,"4.25",8.04,152.4,"...",0,"0",0,""
"1995","South Dakota","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Tennessee","0","4.25",8.04,"4.25",8.04,152.4,"...",0,"0",0,""
"1995","Texas","3.35","4.25",8.04,"4.25",8.04,152.4,"3.35",6.34,"3.35",6.34,""
"1995","U.S. Virgin Islands","4.65","4.25",8.04,"4.65",8.8,152.4,"4..65(g,,j)",8.8,"4.65",8.8,"(g, j)"
"1995","Utah","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Vermont","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Virginia","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Washington","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","West Virginia","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Wisconsin","4.25","4.25",8.04,"4.25",8.04,152.4,"4.25",8.04,"4.25",8.04,""
"1995","Wyoming","1.6","4.25",8.04,"4.25",8.04,152.4,"1.6",3.03,"1.6",3.03,""
"1996","Alabama","0","4.25",7.81,"4.25",7.81,156.9,"...",0,"0",0,""
"1996","Alaska","4.75","4.25",7.81,"4.75",8.73,156.9,"4.75",8.73,"4.75",8.73,""
"1996","Arizona","0","4.25",7.81,"4.25",7.81,156.9,"...",0,"0",0,""
"1996","Arkansas","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25[c]",7.81,"4.25",7.81,"[c]"
"1996","California","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","Colorado","3","4.25",7.81,"4.25",7.81,156.9,"3",5.51,"3",5.51,""
"1996","Connecticut","4.27","4.25",7.81,"4.27",7.85,156.9,"4.27",7.85,"4.27",7.85,""
"1996","Delaware","4.65","4.25",7.81,"4.65",8.55,156.9,"4.65",8.55,"4.65",8.55,""
"1996","District of Columbia","5.25","4.25",7.81,"5.25",9.65,156.9,"5.25 (h)",9.65,"5.25",9.65,"(h)"
"1996","Florida","0","4.25",7.81,"4.25",7.81,156.9,"...",0,"0",0,""
"1996","Georgia","3.25","4.25",7.81,"4.25",7.81,156.9,"3.25(d)",5.97,"3.25",5.97,"(d)"
"1996","Guam","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","Hawaii","5.25","4.25",7.81,"5.25",9.65,156.9,"5.25",9.65,"5.25",9.65,""
"1996","Idaho","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","Illinois","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25[c]",7.81,"4.25",7.81,"[c]"
"1996","Indiana","3.35","4.25",7.81,"4.25",7.81,156.9,"3.35(e)",6.16,"3.35",6.16,"(e)"
"1996","Iowa","4.65","4.25",7.81,"4.65",8.55,156.9,"4.65",8.55,"4.65",8.55,""
"1996","Kansas","2.65","4.25",7.81,"4.25",7.81,156.9,"2.65",4.87,"2.65",4.87,""
"1996","Kentucky","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","Louisiana","0","4.25",7.81,"4.25",7.81,156.9,"...",0,"0",0,""
"1996","Maine","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","Maryland","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","Massachusetts","4.75","4.25",7.81,"4.75",8.73,156.9,"4.75",8.73,"4.75",8.73,""
"1996","Michigan","3.35","4.25",7.81,"4.25",7.81,156.9,"3.35(e)",6.16,"3.35",6.16,"(e)"
"1996","Minnesota","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25(g)",7.81,"4.25",7.81,"(g)"
"1996","Mississippi","0","4.25",7.81,"4.25",7.81,156.9,"...",0,"0",0,""
"1996","Missouri","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","Montana","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25(g)",7.81,"4.25",7.81,"(g)"
"1996","Nebraska","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25[c]",7.81,"4.25",7.81,"[c]"
"1996","Nevada","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","New Hampshire","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","New Jersey","5.05","4.25",7.81,"5.05",9.28,156.9,"5.05",9.28,"5.05",9.28,""
"1996","New Mexico","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","New York","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","North Carolina","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","North Dakota","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","Ohio","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25(g)",7.81,"4.25",7.81,"(g)"
"1996","Oklahoma","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25(g)",7.81,"4.25",7.81,"(g)"
"1996","Oregon","4.75","4.25",7.81,"4.75",8.73,156.9,"4.75",8.73,"4.75",8.73,""
"1996","Pennsylvania","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","Puerto Rico","1.2","4.25",7.81,"4.25",7.81,156.9,"1.20 - 4.75(i)",2.21,"4.75",8.73,"(i)"
"1996","Rhode Island","4.45","4.25",7.81,"4.45",8.18,156.9,"4.45",8.18,"4.45",8.18,""
"1996","South Carolina","0","4.25",7.81,"4.25",7.81,156.9,"...",0,"0",0,""
"1996","South Dakota","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","Tennessee","0","4.25",7.81,"4.25",7.81,156.9,"...",0,"0",0,""
"1996","Texas","3.35","4.25",7.81,"4.25",7.81,156.9,"3.35",6.16,"3.35",6.16,""
"1996","U.S. Virgin Islands","4.65","4.25",7.81,"4.65",8.55,156.9,"4.65(g)",8.55,"4.65",8.55,"(g)"
"1996","Utah","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","Vermont","4.75","4.25",7.81,"4.75",8.73,156.9,"4.75(e)",8.73,"4.75",8.73,"(e)"
"1996","Virginia","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25[c]",7.81,"4.25",7.81,"[c]"
"1996","Washington","4.9","4.25",7.81,"4.9",9.01,156.9,"4.9",9.01,"4.9",9.01,""
"1996","West Virginia","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25 (d)",7.81,"4.25",7.81,"(d)"
"1996","Wisconsin","4.25","4.25",7.81,"4.25",7.81,156.9,"4.25",7.81,"4.25",7.81,""
"1996","Wyoming","1.6","4.25",7.81,"4.25",7.81,156.9,"1.6",2.94,"1.6",2.94,""
"1997","Alabama","0","4.75",8.53,"4.75",8.53,160.5,"...",0,"0",0,""
"1997","Alaska","5.25","4.75",8.53,"5.25",9.43,160.5,"5.25",9.43,"5.25",9.43,""
"1997","Arizona","0","4.75",8.53,"4.75",8.53,160.5,"...",0,"0",0,""
"1997","Arkansas","4.25","4.75",8.53,"4.75",8.53,160.5,"4.25[c]",7.64,"4.25",7.64,"[c]"
"1997","California","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75",8.53,"4.75",8.53,""
"1997","Colorado","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75",8.53,"4.75",8.53,""
"1997","Connecticut","4.77","4.75",8.53,"4.77",8.57,160.5,"4.77",8.57,"4.77",8.57,""
"1997","Delaware","5","4.75",8.53,"5",8.98,160.5,"5",8.98,"5",8.98,""
"1997","District of Columbia","5.75","4.75",8.53,"5.75",10.33,160.5,"5.75",10.33,"5.75",10.33,""
"1997","Florida","0","4.75",8.53,"4.75",8.53,160.5,"...",0,"0",0,""
"1997","Georgia","3.25","4.75",8.53,"4.75",8.53,160.5,"3.25(d)",5.84,"3.25",5.84,"(d)"
"1997","Guam","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75",8.53,"4.75",8.53,""
"1997","Hawaii","5.25","4.75",8.53,"5.25",9.43,160.5,"5.25",9.43,"5.25",9.43,""
"1997","Idaho","4.25","4.75",8.53,"4.75",8.53,160.5,"4.25",7.64,"4.25",7.64,""
"1997","Illinois","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75[c]",8.53,"4.75",8.53,"[c]"
"1997","Indiana","3.35","4.75",8.53,"4.75",8.53,160.5,"3.35(e)",6.02,"3.35",6.02,"(e)"
"1997","Iowa","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75",8.53,"4.75",8.53,""
"1997","Kansas","2.65","4.75",8.53,"4.75",8.53,160.5,"2.65",4.76,"2.65",4.76,""
"1997","Kentucky","4.25","4.75",8.53,"4.75",8.53,160.5,"4.25",7.64,"4.25",7.64,""
"1997","Louisiana","0","4.75",8.53,"4.75",8.53,160.5,"...",0,"0",0,""
"1997","Maine","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75",8.53,"4.75",8.53,""
"1997","Maryland","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75",8.53,"4.75",8.53,""
"1997","Massachusetts","5.25","4.75",8.53,"5.25",9.43,160.5,"5.25",9.43,"5.25",9.43,""
"1997","Michigan","3.35","4.75",8.53,"4.75",8.53,160.5,"3.35(e)",6.02,"3.35",6.02,"(e)"
"1997","Minnesota","4.25","4.75",8.53,"4.75",8.53,160.5,"4.25(g)",7.64,"4.25",7.64,"(g)"
"1997","Mississippi","0","4.75",8.53,"4.75",8.53,160.5,"...",0,"0",0,""
"1997","Missouri","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75",8.53,"4.75",8.53,""
"1997","Montana","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75(g)",8.53,"4.75",8.53,"(g)"
"1997","Nebraska","4.25","4.75",8.53,"4.75",8.53,160.5,"4.25[c]",7.64,"4.25",7.64,"[c]"
"1997","Nevada","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75",8.53,"4.75",8.53,""
"1997","New Hampshire","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75",8.53,"4.75",8.53,""
"1997","New Jersey","5.05","4.75",8.53,"5.05",9.07,160.5,"5.05",9.07,"5.05",9.07,""
"1997","New Mexico","4.25","4.75",8.53,"4.75",8.53,160.5,"4.25",7.64,"4.25",7.64,""
"1997","New York","4.25","4.75",8.53,"4.75",8.53,160.5,"4.25",7.64,"4.25",7.64,""
"1997","North Carolina","4.25","4.75",8.53,"4.75",8.53,160.5,"4.25",7.64,"4.25",7.64,""
"1997","North Dakota","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75",8.53,"4.75",8.53,""
"1997","Ohio","4.25","4.75",8.53,"4.75",8.53,160.5,"4.25(g)",7.64,"4.25",7.64,"(g)"
"1997","Oklahoma","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75(g)",8.53,"4.75",8.53,"(g)"
"1997","Oregon","5.5","4.75",8.53,"5.5",9.88,160.5,"5.5",9.88,"5.5",9.88,""
"1997","Pennsylvania","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75",8.53,"4.75",8.53,""
"1997","Puerto Rico","1.2","4.75",8.53,"4.75",8.53,160.5,"1.20 - 4.75(i)",2.16,"4.75",8.53,"(i)"
"1997","Rhode Island","5.15","4.75",8.53,"5.15",9.25,160.5,"5.15",9.25,"5.15",9.25,""
"1997","South Carolina","0","4.75",8.53,"4.75",8.53,160.5,"...",0,"0",0,""
"1997","South Dakota","4.25","4.75",8.53,"4.75",8.53,160.5,"4.25",7.64,"4.25",7.64,""
"1997","Tennessee","0","4.75",8.53,"4.75",8.53,160.5,"...",0,"0",0,""
"1997","Texas","3.35","4.75",8.53,"4.75",8.53,160.5,"3.35",6.02,"3.35",6.02,""
"1997","U.S. Virgin Islands","4.65","4.75",8.53,"4.75",8.53,160.5,"4.65(g, j)",8.35,"4.65",8.35,"(g, j)"
"1997","Utah","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75",8.53,"4.75",8.53,""
"1997","Vermont","5","4.75",8.53,"5",8.98,160.5,"5.00(e)",8.98,"5",8.98,"(e)"
"1997","Virginia","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75[c]",8.53,"4.75",8.53,"[c]"
"1997","Washington","4.9","4.75",8.53,"4.9",8.8,160.5,"4.9",8.8,"4.9",8.8,""
"1997","West Virginia","4.25","4.75",8.53,"4.75",8.53,160.5,"4.25 (d)",7.64,"4.25",7.64,"(d)"
"1997","Wisconsin","4.75","4.75",8.53,"4.75",8.53,160.5,"4.75",8.53,"4.75",8.53,""
"1997","Wyoming","1.6","4.75",8.53,"4.75",8.53,160.5,"1.6",2.87,"1.6",2.87,""
"1998","Alabama","0","5.15",9.11,"5.15",9.11,163,"...",0,"0",0,""
"1998","Alaska","5.65","5.15",9.11,"5.65",9.99,163,"5.65",9.99,"5.65",9.99,""
"1998","Arizona","0","5.15",9.11,"5.15",9.11,163,"...",0,"0",0,""
"1998","Arkansas","5.15","5.15",9.11,"5.15",9.11,163,"5.15[c]",9.11,"5.15",9.11,"[c]"
"1998","California","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","Colorado","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","Connecticut","5.18","5.15",9.11,"5.18",9.16,163,"5.18",9.16,"5.18",9.16,""
"1998","Delaware","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","District of Columbia","6.15","5.15",9.11,"6.15",10.88,163,"6.15",10.88,"6.15",10.88,""
"1998","Florida","0","5.15",9.11,"5.15",9.11,163,"...",0,"0",0,""
"1998","Georgia","3.25","5.15",9.11,"5.15",9.11,163,"3.25(d)",5.75,"3.25",5.75,"(d)"
"1998","Guam","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","Hawaii","5.25","5.15",9.11,"5.25",9.29,163,"5.25",9.29,"5.25",9.29,""
"1998","Idaho","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","Illinois","5.15","5.15",9.11,"5.15",9.11,163,"5.15[c]",9.11,"5.15",9.11,"[c]"
"1998","Indiana","3.35","5.15",9.11,"5.15",9.11,163,"3.35(e)",5.93,"3.35",5.93,"(e)"
"1998","Iowa","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","Kansas","2.65","5.15",9.11,"5.15",9.11,163,"2.65",4.69,"2.65",4.69,""
"1998","Kentucky","4.25","5.15",9.11,"5.15",9.11,163,"4.25",7.52,"4.25",7.52,""
"1998","Louisiana","0","5.15",9.11,"5.15",9.11,163,"...",0,"0",0,""
"1998","Maine","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","Maryland","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","Massachusetts","5.25","5.15",9.11,"5.25",9.29,163,"5.25",9.29,"5.25",9.29,""
"1998","Michigan","5.15","5.15",9.11,"5.15",9.11,163,"5.15(e)",9.11,"5.15",9.11,"(e)"
"1998","Minnesota","5.15","5.15",9.11,"5.15",9.11,163,"5.15(g)",9.11,"5.15",9.11,"(g)"
"1998","Mississippi","0","5.15",9.11,"5.15",9.11,163,"...",0,"0",0,""
"1998","Missouri","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","Montana","5.15","5.15",9.11,"5.15",9.11,163,"5.15(g)",9.11,"5.15",9.11,"(g)"
"1998","Nebraska","5.15","5.15",9.11,"5.15",9.11,163,"5.15[c]",9.11,"5.15",9.11,"[c]"
"1998","Nevada","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","New Hampshire","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","New Jersey","5.05","5.15",9.11,"5.15",9.11,163,"5.05",8.93,"5.05",8.93,""
"1998","New Mexico","4.25","5.15",9.11,"5.15",9.11,163,"4.25",7.52,"4.25",7.52,""
"1998","New York","4.25","5.15",9.11,"5.15",9.11,163,"4.25",7.52,"4.25",7.52,""
"1998","North Carolina","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","North Dakota","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","Ohio","4.25","5.15",9.11,"5.15",9.11,163,"4.25(g)",7.52,"4.25",7.52,"(g)"
"1998","Oklahoma","5.15","5.15",9.11,"5.15",9.11,163,"5.15(g)",9.11,"5.15",9.11,"(g)"
"1998","Oregon","6","5.15",9.11,"6",10.61,163,"6",10.61,"6",10.61,""
"1998","Pennsylvania","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","Puerto Rico","1.2","5.15",9.11,"5.15",9.11,163,"1.20 - 5.15(i)",2.12,"5.15",9.11,"(i)"
"1998","Rhode Island","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","South Carolina","0","5.15",9.11,"5.15",9.11,163,"...",0,"0",0,""
"1998","South Dakota","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","Tennessee","0","5.15",9.11,"5.15",9.11,163,"...",0,"0",0,""
"1998","Texas","3.35","5.15",9.11,"5.15",9.11,163,"3.35",5.93,"3.35",5.93,""
"1998","U.S. Virgin Islands","4.65","5.15",9.11,"5.15",9.11,163,"4.65(g, j)",8.23,"4.65",8.23,"(g, j)"
"1998","Utah","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","Vermont","5.25","5.15",9.11,"5.25",9.29,163,"5.25(e)",9.29,"5.25",9.29,"(e)"
"1998","Virginia","5.15","5.15",9.11,"5.15",9.11,163,"5.15[c]",9.11,"5.15",9.11,"[c]"
"1998","Washington","4.9","5.15",9.11,"5.15",9.11,163,"4.9",8.67,"4.9",8.67,""
"1998","West Virginia","4.75","5.15",9.11,"5.15",9.11,163,"4.75 (d)",8.4,"4.75",8.4,"(d)"
"1998","Wisconsin","5.15","5.15",9.11,"5.15",9.11,163,"5.15",9.11,"5.15",9.11,""
"1998","Wyoming","1.6","5.15",9.11,"5.15",9.11,163,"1.6",2.83,"1.6",2.83,""
"1999","Alabama","0","5.15",8.91,"5.15",8.91,166.6,"...",0,"0",0,""
"1999","Alaska","5.65","5.15",8.91,"5.65",9.78,166.6,"5.65",9.78,"5.65",9.78,""
"1999","Arizona","0","5.15",8.91,"5.15",8.91,166.6,"...",0,"0",0,""
